Node Label    RF.M	agnitude	RF.RF1	RF.RF2	RF.RF3	U.Magnitude	U.U1	U.U2	U.U3
412	0	0	0	0	116,76	1,86E-15	-116,76	1,20E-15
413	0	0	0	0	117,168	4,16E-17	-117,168	-1,61E-15
414	0	0	0	0	117,431	7,77E-16	-117,431	-1,82E-15
415	0	0	0	0	117,713	2,89E-15	-117,713	-3,99E-15
416	0	0	0	0	25,6647	9,88E-02	24,4084	-7,93078
417	0	0	0	0	25,6652	1,88E-01	20,7631	-15,0852
418	0	0	0	0	25,6659	2,59E-01	15,0852	-20,7631
419	0	0	0	0	25,6664	3,04E-01	7,93078	-24,4084
420	0	0	0	0	25,6724	4,98E-01	2,89E-01	-25,666
421	0	0	0	0	25,6776	6,09E-01	5,10E-01	-25,6653
422	0	0	0	0	25,6678	7,79E-01	8,82E-01	-25,6408
423	0	0	0	0	25,6844	8,93E-01	1,25802	-25,638
424	0	0	0	0	26,2189	9,28E-01	9,52628	-24,4094
425	0	0	0	0	26,6462	7,90E-01	16,681	-20,7639
426	0	0	0	0	26,9785	5,74E-01	22,3591	-15,0859
427	0	0	0	0	27,1888	3,02E-01	26,0046	-7,93111
428	0	0	0	0	26,8559	1,88E-15	26,8559	-1,59E-14
429	0	0	0	0	26,492	-3,27E-15	26,492	-1,29E-14
430	0	0	0	0	26,1757	-5,20E-16	26,1757	-1,82E-15
431	0	0	0	0	25,877	3,14E-16	25,877	-1,86E-15
432	0	0	0	0	17,111	2,13E-01	1,03E-34	-17,1097
433	0	0	0	0	8,55551	1,07E-01	1,03E-34	-8,55485
434	0	0	0	0	2,12E-01	-2,40E-16	2,12E-01	-1,19E-15
435	0	0	0	0	5,10E-01	-2,91E-16	5,10E-01	-1,82E-15
436	0	0	0	0	8,15E-01	-4,36E-16	8,15E-01	-1,06E-15
437	0	0	0	0	1,17619	-1,86E-16	1,17619	9,99E-16
438	0	0	0	0	8,70872	3,25E-01	1,59517	-8,5552
439	0	0	0	0	17,1969	6,51E-01	1,59517	-17,1104
440	0	0	0	0	27,1888	-3,02E-01	26,0046	7,93111
441	0	0	0	0	26,9785	-5,74E-01	22,3591	15,0859
442	0	0	0	0	26,6462	-7,90E-01	16,681	20,7639
443	0	0	0	0	26,2189	-9,28E-01	9,52628	24,4094
444	0	0	0	0	25,7537	1,09944	2,01558	-25,6512
445	0	0	0	0	25,792	1,17581	2,44044	-25,6493
446	0	0	0	0	25,8502	1,22269	2,82809	-25,666
447	0	0	0	0	25,9024	1,3322	3,31018	-25,6555
448	0	0	0	0	25,9587	1,39902	3,78984	-25,6424
449	0	0	0	0	26,0293	1,45693	4,27804	-25,634
450	0	0	0	0	26,1216	1,49663	4,78837	-25,6353
451	0	0	0	0	26,2229	1,52019	5,29867	-25,6369
452	0	0	0	0	26,3451	1,52964	5,82232	-25,6481
453	0	0	0	0	26,4779	1,50107	6,33374	-25,6653
454	0	0	0	0	28,5638	1,43153	14,7451	-24,4218
455	0	0	0	0	30,213	1,21774	21,9035	-20,7744
456	0	0	0	0	31,4563	8,85E-01	27,5844	-15,0935
457	0	0	0	0	32,2275	4,65E-01	31,2318	-7,93513
458	0	0	0	0	31,9991	-6,32E-16	31,9991	-2,57E-15
459	0	0	0	0	31,4723	-1,57E-15	31,4723	8,54E-15
460	0	0	0	0	30,9468	-1,97E-15	30,9468	1,71E-14
461	0	0	0	0	30,4291	-3,21E-15	30,4291	6,66E-15
462	0	0	0	0	29,9193	-2,62E-15	29,9193	8,04E-15
463	0	0	0	0	29,426	-2,00E-15	29,426	1,12E-14
464	0	0	0	0	28,9475	-1,21E-15	28,9475	3,51E-15
465	0	0	0	0	28,4941	-7,32E-16	28,4941	-4,06E-16
466	0	0	0	0	28,0561	-1,84E-15	28,0561	-3,22E-15
467	0	0	0	0	27,6436	1,49E-15	27,6436	-4,83E-15
468	0	0	0	0	8,70872	-3,25E-01	1,59517	8,5552
469	0	0	0	0	17,1969	-6,51E-01	1,59517	17,1104
470	0	0	0	0	25,7537	-1,09944	2,01558	25,6512
471	0	0	0	0	25,792	-1,17581	2,44044	25,6493
472	0	0	0	0	25,8502	-1,22269	2,82809	25,666
473	0	0	0	0	25,9024	-1,3322	3,31018	25,6555
474	0	0	0	0	25,9587	-1,39902	3,78984	25,6424
475	0	0	0	0	26,0293	-1,45693	4,27804	25,634
476	0	0	0	0	26,1216	-1,49663	4,78837	25,6353
477	0	0	0	0	26,2229	-1,52019	5,29867	25,6369
478	0	0	0	0	26,3451	-1,52964	5,82232	25,6481
479	0	0	0	0	26,4779	-1,50107	6,33374	25,6653
480	0	0	0	0	18,4512	-1,00347	6,81	17,1191
481	0	0	0	0	10,9496	-5,02E-01	6,81	8,55954
482	0	0	0	0	6,33374	-1,77E-16	6,33374	-2,57E-15
483	0	0	0	0	5,80833	-3,09E-16	5,80833	-5,70E-15
484	0	0	0	0	5,28314	-1,21E-17	5,28314	-9,14E-15
485	0	0	0	0	4,76699	-6,38E-16	4,76699	-1,20E-14
486	0	0	0	0	4,24867	-5,72E-17	4,24867	-1,16E-14
487	0	0	0	0	3,75472	-2,95E-16	3,75472	-8,05E-15
488	0	0	0	0	3,27636	-4,49E-16	3,27636	-3,54E-15
489	0	0	0	0	2,82809	-3,61E-16	2,82809	-4,06E-16
490	0	0	0	0	2,38084	-3,83E-16	2,38084	9,97E-18
491	0	0	0	0	1,96977	-2,41E-16	1,96977	4,17E-16
492	0	0	0	0	85,7954	1,63E-01	-85,7802	1,60468
493	0	0	0	0	78,4725	3,27E-01	-78,4061	3,20936
494	0	0	0	0	71,1966	4,90E-01	-71,032	4,81404
495	0	0	0	0	63,984	6,53E-01	-63,6579	6,41873
496	0	0	0	0	56,8586	8,17E-01	-56,2838	8,02341
497	0	0	0	0	49,8579	9,80E-01	-48,9097	9,62809
498	0	0	0	0	43,0428	1,14326	-41,5355	11,2328
499	0	0	0	0	36,5173	1,30658	-34,1614	12,8375
500	0	0	0	0	30,468	1,4699	-26,7873	14,4421
501	0	0	0	0	25,2397	1,63322	-19,4132	16,0468
502	0	0	0	0	21,4416	1,79655	-12,0391	17,6515
503	0	0	0	0	19,9099	1,95987	-4,66497	19,2562
504	0	0	0	0	21,1429	2,12319	2,70915	20,8609
505	0	0	0	0	24,7306	2,28651	10,0833	22,4655
506	0	0	0	0	29,8352	2,44984	17,4574	24,0702
507	0	0	0	0	24,762	9,15E-01	-5,77627	-24,0615
508	0	0	0	0	26,037	8,54E-01	-13,1477	-22,4574
509	0	0	0	0	29,2664	7,93E-01	-20,5192	-20,8533
510	0	0	0	0	33,8962	7,32E-01	-27,8906	-19,2492
511	0	0	0	0	39,4362	6,71E-01	-35,262	-17,6451
512	0	0	0	0	45,5555	6,10E-01	-42,6335	-16,041
513	0	0	0	0	52,0501	5,49E-01	-50,0049	-14,4369
514	0	0	0	0	58,796	4,88E-01	-57,3764	-12,8328
515	0	0	0	0	65,7156	4,27E-01	-64,7478	-11,2287
516	0	0	0	0	72,7595	3,66E-01	-72,1192	-9,6246
517	0	0	0	0	79,8949	3,05E-01	-79,4907	-8,0205
518	0	0	0	0	87,0991	2,44E-01	-86,8621	-6,4164
519	0	0	0	0	94,3565	1,83E-01	-94,2336	-4,8123
520	0	0	0	0	101,656	1,22E-01	-101,605	-3,2082
521	0	0	0	0	108,988	6,10E-02	-108,976	-1,6041
522	0	0	0	0	116,003	1,85E-15	-116,003	-1,44E-16
523	0	0	0	0	115,551	3,32E-15	-115,551	3,44E-16
524	0	0	0	0	115,117	1,34E-15	-115,117	-4,06E-16
525	0	0	0	0	114,69	4,46E-15	-114,69	4,70E-16
526	0	0	0	0	114,217	2,14E-15	-114,217	-2,93E-15
527	0	0	0	0	113,749	-4,09E-16	-113,749	-2,72E-15
528	0	0	0	0	113,232	1,98E-15	-113,232	2,11E-15
529	0	0	0	0	112,725	3,43E-15	-112,725	-7,98E-15
530	0	0	0	0	112,158	5,00E-16	-112,158	-2,67E-15
531	0	0	0	0	111,608	1,91E-15	-111,608	-2,57E-15
532	0	0	0	0	103,83	9,41E-02	-103,818	-1,60491
533	0	0	0	0	96,4961	1,88E-01	-96,4425	-3,20983
534	0	0	0	0	89,1978	2,82E-01	-89,0674	-4,81474
535	0	0	0	0	81,9449	3,76E-01	-81,6922	-6,41965
536	0	0	0	0	74,7505	4,70E-01	-74,317	-8,02457
537	0	0	0	0	67,6332	5,64E-01	-66,9418	-9,62948
538	0	0	0	0	60,6204	6,59E-01	-59,5666	-11,2344
539	0	0	0	0	53,7528	7,53E-01	-52,1914	-12,8393
540	0	0	0	0	47,0941	8,47E-01	-44,8163	-14,4442
541	0	0	0	0	40,7467	9,41E-01	-37,4411	-16,0491
542	0	0	0	0	34,8812	1,03483	-30,0659	-17,654
543	0	0	0	0	29,7834	1,1289	-22,6907	-19,259
544	0	0	0	0	25,9107	1,22298	-15,3155	-20,8639
545	0	0	0	0	23,8669	1,31705	-7,94036	-22,4688
546	0	0	0	0	24,1216	1,41113	-5,65E-01	-24,0737
547	0	0	0	0	103,83	-9,41E-02	-103,818	1,60491
548	0	0	0	0	96,4961	-1,88E-01	-96,4425	3,20983
549	0	0	0	0	89,1978	-2,82E-01	-89,0674	4,81474
550	0	0	0	0	81,9449	-3,76E-01	-81,6922	6,41965
551	0	0	0	0	74,7505	-4,70E-01	-74,317	8,02457
552	0	0	0	0	67,6332	-5,64E-01	-66,9418	9,62948
553	0	0	0	0	60,6204	-6,59E-01	-59,5666	11,2344
554	0	0	0	0	53,7528	-7,53E-01	-52,1914	12,8393
555	0	0	0	0	47,0941	-8,47E-01	-44,8163	14,4442
556	0	0	0	0	40,7467	-9,41E-01	-37,4411	16,0491
557	0	0	0	0	34,8812	-1,03483	-30,0659	17,654
558	0	0	0	0	29,7834	-1,1289	-22,6907	19,259
559	0	0	0	0	25,9107	-1,22298	-15,3155	20,8639
560	0	0	0	0	23,8669	-1,31705	-7,94036	22,4688
561	0	0	0	0	24,1216	-1,41113	-5,65E-01	24,0737
562	0	0	0	0	26,7228	-1,5052	7,24213	25,6786
563	0	0	0	0	26,8431	-1,5052	7,67426	25,6786
564	0	0	0	0	26,9698	-1,5052	8,10639	25,6786
565	0	0	0	0	27,1028	-1,5052	8,53852	25,6786
566	0	0	0	0	27,2421	-1,5052	8,97065	25,6786
567	0	0	0	0	24,2001	-1,41113	2,0276	24,0737
568	0	0	0	0	23,1339	-1,31705	-5,34758	22,4688
569	0	0	0	0	24,4676	-1,22298	-12,7228	20,8639
570	0	0	0	0	27,8587	-1,1289	-20,0979	19,259
571	0	0	0	0	32,6728	-1,03483	-27,4731	17,654
572	0	0	0	0	38,3779	-9,41E-01	-34,8483	16,0491
573	0	0	0	0	44,6338	-8,47E-01	-42,2235	14,4442
574	0	0	0	0	51,2391	-7,53E-01	-49,5987	12,8393
575	0	0	0	0	58,0746	-6,59E-01	-56,9738	11,2344
576	0	0	0	0	65,068	-5,64E-01	-64,349	9,62948
577	0	0	0	0	72,1732	-4,70E-01	-71,7242	8,02457
578	0	0	0	0	79,3604	-3,76E-01	-79,0994	6,41965
579	0	0	0	0	86,609	-2,82E-01	-86,4746	4,81474
580	0	0	0	0	93,9048	-1,88E-01	-93,8497	3,20983
581	0	0	0	0	101,238	-9,41E-02	-101,225	1,60491
582	0	0	0	0	109,032	-2,65E-13	-109,032	9,14E-14
583	0	0	0	0	109,464	-2,68E-13	-109,464	6,71E-14
584	0	0	0	0	109,896	-2,65E-13	-109,896	5,27E-14
585	0	0	0	0	110,329	-2,69E-13	-110,329	3,58E-14
586	0	0	0	0	110,761	-2,68E-13	-110,761	1,23E-14
587	0	0	0	0	18,4512	1,00347	6,81	-17,1191
588	0	0	0	0	10,9496	5,02E-01	6,81	-8,55954
589	0	0	0	0	7,24213	2,40E-14	7,24213	1,82E-14
590	0	0	0	0	7,67426	2,30E-14	7,67426	3,28E-14
591	0	0	0	0	8,10639	2,42E-14	8,10639	5,19E-14
592	0	0	0	0	8,53852	2,26E-14	8,53852	7,00E-14
593	0	0	0	0	8,97065	2,42E-14	8,97065	8,56E-14
594	0	0	0	0	12,7252	5,02E-01	9,40278	-8,55954
595	0	0	0	0	19,5571	1,00347	9,40278	-17,1191
596	0	0	0	0	27,2421	1,5052	8,97065	-25,6786
597	0	0	0	0	27,1028	1,5052	8,53852	-25,6786
598	0	0	0	0	26,9698	1,5052	8,10639	-25,6786
599	0	0	0	0	26,8431	1,5052	7,67426	-25,6786
600	0	0	0	0	26,7228	1,5052	7,24213	-25,6786
601	0	0	0	0	32,2275	-4,65E-01	31,2318	7,93513
602	0	0	0	0	31,4563	-8,85E-01	27,5844	15,0935
603	0	0	0	0	30,213	-1,21774	21,9035	20,7744
604	0	0	0	0	28,5638	-1,43153	14,7451	24,4218
605	0	0	0	0	19,5571	-1,00347	9,40278	17,1191
606	0	0	0	0	12,7252	-5,02E-01	9,40278	8,55954
607	0	0	0	0	32,9207	8,72E-14	32,9207	2,56E-14
608	0	0	0	0	33,3529	8,72E-14	33,3529	5,46E-14
609	0	0	0	0	33,785	8,78E-14	33,785	5,77E-14
610	0	0	0	0	34,2171	8,58E-14	34,2171	7,01E-14
611	0	0	0	0	34,6493	8,69E-14	34,6493	9,35E-14
612	0	0	0	0	34,746	-4,65E-01	33,8246	7,93513
613	0	0	0	0	33,7529	-8,85E-01	30,1772	15,0935
614	0	0	0	0	32,1423	-1,21774	24,4963	20,7744
615	0	0	0	0	29,9846	-1,43153	17,3379	24,4218
616	0	0	0	0	101,238	9,41E-02	-101,225	-1,60491
617	0	0	0	0	93,9048	1,88E-01	-93,8497	-3,20983
618	0	0	0	0	86,609	2,82E-01	-86,4746	-4,81474
619	0	0	0	0	79,3604	3,76E-01	-79,0994	-6,41965
620	0	0	0	0	72,1732	4,70E-01	-71,7242	-8,02457
621	0	0	0	0	65,068	5,64E-01	-64,349	-9,62948
622	0	0	0	0	58,0746	6,59E-01	-56,9738	-11,2344
623	0	0	0	0	51,2391	7,53E-01	-49,5987	-12,8393
624	0	0	0	0	44,6338	8,47E-01	-42,2235	-14,4442
625	0	0	0	0	38,3779	9,41E-01	-34,8483	-16,0491
626	0	0	0	0	32,6728	1,03483	-27,4731	-17,654
627	0	0	0	0	27,8587	1,1289	-20,0979	-19,259
628	0	0	0	0	24,4676	1,22298	-12,7228	-20,8639
629	0	0	0	0	23,1339	1,31705	-5,34758	-22,4688
630	0	0	0	0	24,2001	1,41113	2,0276	-24,0737
631	0	0	0	0	29,9846	1,43153	17,3379	-24,4218
632	0	0	0	0	32,1423	1,21774	24,4963	-20,7744
633	0	0	0	0	33,7529	8,85E-01	30,1772	-15,0935
634	0	0	0	0	34,746	4,65E-01	33,8246	-7,93513
635	0	0	0	0	91,0794	1,63E-01	-91,0651	1,60433
636	0	0	0	0	83,7547	3,26E-01	-83,6926	3,20867
637	0	0	0	0	76,4733	4,90E-01	-76,3201	4,813
638	0	0	0	0	69,2486	6,53E-01	-68,9476	6,41733
639	0	0	0	0	62,1007	8,16E-01	-61,5751	8,02166
640	0	0	0	0	55,0594	9,79E-01	-54,2025	9,626
641	0	0	0	0	48,1713	1,14248	-46,83	11,2303
642	0	0	0	0	41,513	1,30569	-39,4575	12,8347
643	0	0	0	0	35,2149	1,4689	-32,085	14,439
644	0	0	0	0	29,5086	1,63211	-24,7125	16,0433
645	0	0	0	0	24,806	1,79533	-17,34	17,6477
646	0	0	0	0	21,7675	1,95854	-9,96747	19,252
647	0	0	0	0	21,124	2,12175	-2,59496	20,8563
648	0	0	0	0	23,0765	2,28496	4,77755	22,4607
649	0	0	0	0	27,0692	2,44817	12,1501	24,065
650	0	0	0	0	91,8612	1,62E-01	-91,847	1,6116
651	0	0	0	0	84,5295	3,24E-01	-84,4676	3,21731
652	0	0	0	0	77,2465	4,87E-01	-77,0943	4,82192
653	0	0	0	0	70,0193	6,49E-01	-69,7207	6,4264
654	0	0	0	0	62,8688	8,11E-01	-62,3486	8,03057
655	0	0	0	0	55,8221	9,73E-01	-54,9757	9,63482
656	0	0	0	0	48,9254	1,13511	-47,6035	11,2388
657	0	0	0	0	42,2508	1,29724	-40,2306	12,8429
658	0	0	0	0	35,9237	1,45948	-32,8584	14,4466
659	0	0	0	0	30,1622	1,62169	-25,4856	16,0503
660	0	0	0	0	25,3557	1,78409	-18,1133	17,6532
661	0	0	0	0	22,1347	1,94689	-10,7407	19,2559
662	0	0	0	0	21,2328	2,11001	-3,36889	20,8574
663	0	0	0	0	22,9258	2,27552	4,00233	22,4587
664	0	0	0	0	26,7203	2,44108	11,3684	24,0577
665	0	0	0	0	92,6738	1,61E-01	-92,6597	1,6097
666	0	0	0	0	85,3313	3,22E-01	-85,27	3,2183
667	0	0	0	0	78,043	4,83E-01	-77,8923	4,82355
668	0	0	0	0	70,8141	6,44E-01	-70,5188	6,42807
669	0	0	0	0	63,6595	8,05E-01	-63,1455	8,03238
670	0	0	0	0	56,6081	9,67E-01	-55,7735	9,63634
671	0	0	0	0	49,7014	1,12753	-48,4005	11,2404
672	0	0	0	0	43,0113	1,28865	-41,0286	12,844
673	0	0	0	0	36,6542	1,44965	-33,6555	14,4477
674	0	0	0	0	30,8391	1,61084	-26,2837	16,0506
675	0	0	0	0	25,931	1,77211	-18,9113	17,6533
676	0	0	0	0	22,531	1,9339	-11,5396	19,2547
677	0	0	0	0	21,3716	2,09739	-4,16974	20,8557
678	0	0	0	0	22,7936	2,26239	3,19872	22,4544
679	0	0	0	0	26,3818	2,43569	10,5572	24,0543
680	0	0	0	0	93,4819	1,60E-01	-93,4679	1,60817
681	0	0	0	0	86,1431	3,20E-01	-86,0825	3,21462
682	0	0	0	0	78,8522	4,80E-01	-78,7032	4,82059
683	0	0	0	0	71,6205	6,40E-01	-71,3288	6,42512
684	0	0	0	0	64,463	8,00E-01	-63,956	8,02932
685	0	0	0	0	57,4051	9,60E-01	-56,5829	9,63348
686	0	0	0	0	50,4901	1,11998	-49,211	11,2372
687	0	0	0	0	43,7829	1,27985	-41,8379	12,8411
688	0	0	0	0	37,3983	1,43984	-34,4663	14,4443
689	0	0	0	0	31,5301	1,59968	-27,0935	16,0477
690	0	0	0	0	26,5252	1,75994	-19,7224	17,6498
691	0	0	0	0	22,9541	1,92061	-12,3515	19,2521
692	0	0	0	0	21,5398	2,08303	-4,98008	20,8524
693	0	0	0	0	22,691	2,24956	2,38501	22,4529
694	0	0	0	0	26,0699	2,42343	9,75873	24,0528
695	0	0	0	0	94,2784	1,59E-01	-94,2646	1,6054
696	0	0	0	0	86,9494	3,18E-01	-86,8895	3,21082
697	0	0	0	0	79,6616	4,77E-01	-79,5145	4,81532
698	0	0	0	0	72,4279	6,36E-01	-72,14	6,42002
699	0	0	0	0	65,2665	7,95E-01	-64,7665	8,02432
700	0	0	0	0	58,204	9,54E-01	-57,3942	9,6283
701	0	0	0	0	51,2788	1,11234	-50,0211	11,2324
702	0	0	0	0	44,5572	1,27122	-42,6494	12,836
703	0	0	0	0	38,1441	1,42992	-35,2763	14,4398
704	0	0	0	0	32,2273	1,58886	-27,9052	16,0429
705	0	0	0	0	27,1303	1,74765	-20,533	17,6463
706	0	0	0	0	23,3964	1,90755	-13,1625	19,2484
707	0	0	0	0	21,7395	2,0682	-5,79248	20,8512
708	0	0	0	0	22,619	2,2341	1,58504	22,4525
709	0	0	0	0	25,7822	2,40653	8,96155	24,0545
710	0	0	0	0	95,0693	1,58E-01	-95,0556	1,60339
711	0	0	0	0	87,7454	3,16E-01	-87,6862	3,20653
712	0	0	0	0	80,4588	4,74E-01	-80,3134	4,81098
713	0	0	0	0	73,224	6,31E-01	-72,9397	6,41536
714	0	0	0	0	66,0601	7,89E-01	-65,5668	8,01961
715	0	0	0	0	58,9917	9,47E-01	-58,1937	9,62382
716	0	0	0	0	52,0588	1,10484	-50,8216	11,2278
717	0	0	0	0	45,3214	1,26257	-43,4486	12,8319
718	0	0	0	0	38,8837	1,42037	-36,0769	14,4356
719	0	0	0	0	32,9192	1,578	-28,7039	16,0396
720	0	0	0	0	27,7379	1,73611	-21,3331	17,643
721	0	0	0	0	23,8526	1,89405	-13,9609	19,2472
722	0	0	0	0	21,963	2,05441	-6,58983	20,8501
723	0	0	0	0	22,5776	2,21514	7,86E-01	22,4549
724	0	0	0	0	25,5216	2,3862	8,17824	24,0577
725	0	0	0	0	95,8458	1,57E-01	-95,8323	1,60123
726	0	0	0	0	88,5212	3,14E-01	-88,4626	3,20506
727	0	0	0	0	81,2331	4,70E-01	-81,0893	4,80937
728	0	0	0	0	73,9979	6,27E-01	-73,7168	6,41366
729	0	0	0	0	66,8312	7,84E-01	-66,3438	8,01796
730	0	0	0	0	59,7586	9,41E-01	-58,9714	9,62215
731	0	0	0	0	52,8171	1,09741	-51,5985	11,2264
732	0	0	0	0	46,0669	1,25415	-44,2263	12,8305
733	0	0	0	0	39,6045	1,41085	-36,8533	14,4348
734	0	0	0	0	33,5984	1,56766	-29,4814	16,0388
735	0	0	0	0	28,338	1,72436	-22,1084	17,6433
736	0	0	0	0	24,3144	1,88174	-14,7373	19,2473
737	0	0	0	0	22,2082	2,03887	-7,36345	20,8525
738	0	0	0	0	22,5638	2,1991	7,94E-03	22,4564
739	0	0	0	0	25,2824	2,35808	7,38997	24,063
740	0	0	0	0	96,5905	1,56E-01	-96,577	1,60435
741	0	0	0	0	89,2627	3,11E-01	-89,2044	3,2087
742	0	0	0	0	81,9746	4,67E-01	-81,8318	4,81305
743	0	0	0	0	74,7379	6,23E-01	-74,4593	6,4174
744	0	0	0	0	67,569	7,79E-01	-67,0867	8,02175
745	0	0	0	0	60,4922	9,34E-01	-59,7141	9,6261
746	0	0	0	0	53,5438	1,09009	-52,3415	11,2305
747	0	0	0	0	46,7813	1,24582	-44,9689	12,8348
748	0	0	0	0	40,2981	1,40155	-37,5963	14,4392
749	0	0	0	0	34,2533	1,55727	-30,2237	16,0435
750	0	0	0	0	28,9233	1,713	-22,8511	17,6479
751	0	0	0	0	24,7735	1,86873	-15,4785	19,2522
752	0	0	0	0	22,4678	2,02446	-8,10594	20,8566
753	0	0	0	0	22,5784	2,18018	-7,33E-01	22,4609
754	0	0	0	0	25,0733	2,33591	6,63925	24,0653
755	0	0	0	0	97,3375	1,53E-01	-97,324	1,61364
756	0	0	0	0	90,0017	3,06E-01	-89,9436	3,21964
757	0	0	0	0	82,712	4,59E-01	-82,5699	4,82428
758	0	0	0	0	75,4731	6,13E-01	-75,1963	6,42876
759	0	0	0	0	68,3024	7,66E-01	-67,824	8,03291
760	0	0	0	0	61,2217	9,19E-01	-60,4514	9,63702
761	0	0	0	0	54,2665	1,07199	-53,0787	11,2411
762	0	0	0	0	47,4927	1,22531	-45,7063	12,8449
763	0	0	0	0	40,9891	1,37832	-38,3333	14,4486
764	0	0	0	0	34,9082	1,53183	-30,9609	16,0518
765	0	0	0	0	29,5116	1,68481	-23,5884	17,6546
766	0	0	0	0	25,2413	1,83883	-16,2153	19,2564
767	0	0	0	0	22,7422	1,99252	-8,84486	20,8568
768	0	0	0	0	22,6067	2,14872	-1,47189	22,4561
769	0	0	0	0	24,8719	2,30561	5,89516	24,0529
770	0	0	0	0	98,1124	1,51E-01	-98,099	1,6115
771	0	0	0	0	90,7617	3,01E-01	-90,7041	3,22112
772	0	0	0	0	83,4668	4,52E-01	-83,3259	4,82656
773	0	0	0	0	76,2263	6,02E-01	-75,9521	6,43104
774	0	0	0	0	69,0525	7,53E-01	-68,5793	8,03519
775	0	0	0	0	61,9677	9,03E-01	-61,2068	9,63914
776	0	0	0	0	55,0061	1,05389	-53,8345	11,2428
777	0	0	0	0	48,2198	1,2042	-46,4615	12,8465
778	0	0	0	0	41,6965	1,35507	-39,0893	14,4496
779	0	0	0	0	35,5791	1,50517	-31,7164	16,0523
780	0	0	0	0	30,1175	1,65639	-24,3445	17,6539
781	0	0	0	0	25,7316	1,80649	-16,974	19,2545
782	0	0	0	0	23,0411	1,95932	-9,60223	20,8531
783	0	0	0	0	22,6589	2,11254	-2,23705	22,449
784	0	0	0	0	24,6911	2,27377	5,131	24,0448
785	0	0	0	0	98,8682	1,48E-01	-98,8549	1,60965
786	0	0	0	0	91,5233	2,96E-01	-91,4663	3,21697
787	0	0	0	0	84,2247	4,44E-01	-84,0853	4,82317
788	0	0	0	0	76,982	5,92E-01	-76,7109	6,4277
789	0	0	0	0	69,8053	7,40E-01	-69,3377	8,03188
790	0	0	0	0	62,7165	8,88E-01	-61,9656	9,63569
791	0	0	0	0	55,7473	1,0353	-54,5927	11,2395
792	0	0	0	0	48,9502	1,18345	-47,2206	12,8428
793	0	0	0	0	42,406	1,33092	-39,8473	14,4461
794	0	0	0	0	36,2548	1,47922	-32,4757	16,0484
795	0	0	0	0	30,7304	1,62632	-25,1034	17,6503
796	0	0	0	0	26,2339	1,77534	-17,7337	19,2504
797	0	0	0	0	23,3631	1,92294	-10,3653	20,8494
798	0	0	0	0	22,74	2,07648	-2,99339	22,4463
799	0	0	0	0	24,5398	2,23497	4,37973	24,0422
800	0	0	0	0	99,5999	1,45E-01	-99,5869	1,6067
801	0	0	0	0	92,2655	2,91E-01	-92,2091	3,21239
802	0	0	0	0	84,97	4,36E-01	-84,8322	4,81741
803	0	0	0	0	77,7249	5,81E-01	-77,4569	6,42218
804	0	0	0	0	70,5464	7,27E-01	-70,0845	8,02622
805	0	0	0	0	63,4527	8,72E-01	-62,7116	9,63025
806	0	0	0	0	56,4774	1,01716	-55,3395	11,234
807	0	0	0	0	49,6681	1,16215	-47,9663	12,8376
808	0	0	0	0	43,1062	1,30764	-40,5943	14,4408
809	0	0	0	0	36,9209	1,45231	-33,221	16,044
810	0	0	0	0	31,3397	1,59802	-25,8504	17,646
811	0	0	0	0	26,7388	1,74234	-18,4782	19,248
812	0	0	0	0	23,6992	1,88965	-11,1107	20,8479
813	0	0	0	0	22,8483	2,03577	-3,7382	22,4483
814	0	0	0	0	24,4216	2,19325	3,65374	24,0469
815	0	0	0	0	100,311	1,43E-01	-100,298	1,60399
816	0	0	0	0	92,9788	2,85E-01	-92,923	3,2086
817	0	0	0	0	85,6853	4,28E-01	-85,5489	4,81325
818	0	0	0	0	78,4412	5,71E-01	-78,1762	6,41749
819	0	0	0	0	71,2594	7,13E-01	-70,8028	8,02184
820	0	0	0	0	64,1626	8,56E-01	-63,4306	9,62588
821	0	0	0	0	57,1802	9,99E-01	-56,0577	11,23
822	0	0	0	0	50,3614	1,14154	-48,6853	12,8338
823	0	0	0	0	43,7812	1,28394	-41,3122	14,4377
824	0	0	0	0	37,5672	1,42676	-33,9402	16,0412
825	0	0	0	0	31,931	1,56891	-26,5667	17,6448
826	0	0	0	0	27,2379	1,71208	-19,1964	19,2475
827	0	0	0	0	24,041	1,85421	-11,8224	20,851
828	0	0	0	0	22,9772	1,99985	-4,45346	22,4526
829	0	0	0	0	24,329	2,14324	2,92913	24,0567
830	0	0	0	0	100,982	1,40E-01	-100,969	1,60436
831	0	0	0	0	93,6516	2,80E-01	-93,5962	3,20873
832	0	0	0	0	86,3588	4,20E-01	-86,2236	4,81309
833	0	0	0	0	79,1136	5,60E-01	-78,8509	6,41745
834	0	0	0	0	71,9304	7,01E-01	-71,4783	8,02181
835	0	0	0	0	64,8298	8,41E-01	-64,1056	9,62618
836	0	0	0	0	57,8422	9,81E-01	-56,733	11,2305
837	0	0	0	0	51,0141	1,12093	-49,3603	12,8349
838	0	0	0	0	44,419	1,26104	-41,9877	14,4393
839	0	0	0	0	38,178	1,40116	-34,615	16,0436
840	0	0	0	0	32,4958	1,54127	-27,2424	17,648
841	0	0	0	0	27,718	1,68139	-19,8697	19,2524
842	0	0	0	0	24,3823	1,82151	-12,4971	20,8567
843	0	0	0	0	23,1216	1,96162	-5,12445	22,4611
