Node Label    RF.Ma	gnitude	RF.RF1	RF.RF2	RF.RF3	U.Magnitude	U.U1	U.U2	U.U3
414	0	0	0	0	180,885	-6,77E-02	180,885	2,50E-03
415	0	0	0	0	180,607	-6,96E-02	180,607	-6,23E-04
416	0	0	0	0	39,2539	1,16E-01	-37,3325	12,1301
417	0	0	0	0	39,2542	2,05E-01	-31,7569	23,0727
418	0	0	0	0	39,2547	2,74E-01	-23,0727	31,7569
419	0	0	0	0	39,255	3,15E-01	-12,1301	37,3325
420	0	0	0	0	39,2573	5,02E-01	2,89E-01	39,2531
421	0	0	0	0	39,2619	6,11E-01	5,11E-01	39,2538
422	0	0	0	0	39,2959	7,78E-01	8,81E-01	39,2783
423	0	0	0	0	39,3106	8,91E-01	1,25779	39,2804
424	0	0	0	0	38,8001	9,28E-01	-10,5324	37,3317
425	0	0	0	0	38,3438	7,92E-01	-21,4738	31,7568
426	0	0	0	0	37,9759	5,78E-01	-30,1569	23,0736
427	0	0	0	0	37,7366	3,07E-01	-35,7318	12,1323
428	0	0	0	0	38,0583	6,49E-03	-38,0583	-2,91E-04
429	0	0	0	0	38,4232	8,78E-03	-38,4232	1,16E-03
430	0	0	0	0	38,7406	1,12E-02	-38,7406	2,50E-03
431	0	0	0	0	39,04	1,36E-02	-39,0399	8,55E-04
432	0	0	0	0	26,17	2,17E-01	1,01E-34	26,1691
433	0	0	0	0	13,085	1,09E-01	1,01E-34	13,0846
434	0	0	0	0	2,13E-01	-1,43E-03	2,13E-01	1,42E-03
435	0	0	0	0	5,11E-01	-2,87E-03	5,11E-01	2,50E-03
436	0	0	0	0	8,16E-01	-4,03E-03	8,16E-01	4,14E-03
437	0	0	0	0	1,17732	-5,36E-03	1,17731	2,70E-03
438	0	0	0	0	13,1875	3,20E-01	1,59617	13,0867
439	0	0	0	0	26,2262	6,46E-01	1,59617	26,1697
440	0	0	0	0	37,7342	-2,98E-01	-35,7318	-12,1249
441	0	0	0	0	37,9713	-5,73E-01	-30,1569	-23,0663
442	0	0	0	0	38,3377	-7,92E-01	-21,4738	-31,7494
443	0	0	0	0	38,7932	-9,34E-01	-10,5324	-37,3243
444	0	0	0	0	39,3341	1,09393	2,0157	39,2672
445	0	0	0	0	39,3617	1,16927	2,44019	39,2686
446	0	0	0	0	39,3724	1,21518	2,82829	39,2519
447	0	0	0	0	39,4236	1,32385	3,31006	39,2621
448	0	0	0	0	39,4812	1,39003	3,78971	39,2743
449	0	0	0	0	39,5409	1,44725	4,27788	39,2821
450	0	0	0	0	39,5985	1,48639	4,78815	39,2798
451	0	0	0	0	39,6619	1,5094	5,29839	39,2775
452	0	0	0	0	39,7236	1,5184	5,82196	39,2653
453	0	0	0	0	39,783	1,48938	6,33355	39,2473
454	0	0	0	0	37,7171	1,4219	-5,314	37,3138
455	0	0	0	0	35,68	1,21013	-16,2512	31,741
456	0	0	0	0	33,9728	8,79E-01	-24,931	23,0612
457	0	0	0	0	32,8281	4,60E-01	-30,5038	12,124
458	0	0	0	0	32,9139	-4,44E-03	-32,9139	-1,08E-04
459	0	0	0	0	33,4406	-4,59E-03	-33,4406	2,94E-04
460	0	0	0	0	33,9661	-4,44E-03	-33,9661	1,32E-03
461	0	0	0	0	34,4838	-4,04E-03	-34,4838	1,21E-03
462	0	0	0	0	34,9937	-3,32E-03	-34,9937	2,38E-03
463	0	0	0	0	35,4871	-2,34E-03	-35,4871	1,46E-03
464	0	0	0	0	35,9659	-1,03E-03	-35,9659	2,59E-03
465	0	0	0	0	36,4196	4,25E-04	-36,4196	4,05E-03
466	0	0	0	0	36,8574	1,57E-03	-36,8574	1,28E-03
467	0	0	0	0	37,2699	3,09E-03	-37,2699	2,60E-03
468	0	0	0	0	13,1806	-3,33E-01	1,59617	-13,0793
469	0	0	0	0	26,2193	-6,59E-01	1,59617	-26,1623
470	0	0	0	0	39,3264	-1,1087	2,01689	-39,259
471	0	0	0	0	39,3545	-1,18537	2,44135	-39,2608
472	0	0	0	0	39,3649	-1,23304	2,82829	-39,2438
473	0	0	0	0	39,4165	-1,34268	3,31075	-39,2543
474	0	0	0	0	39,4754	-1,40961	3,79055	-39,2677
475	0	0	0	0	39,536	-1,46771	4,27878	-39,2764
476	0	0	0	0	39,5953	-1,50755	4,78902	-39,2757
477	0	0	0	0	39,66	-1,53131	5,29917	-39,2745
478	0	0	0	0	39,7235	-1,54093	5,82255	-39,2642
479	0	0	0	0	39,7841	-1,5127	6,33355	-39,2476
480	0	0	0	0	27,0471	-1,01506	6,81	-26,1561
481	0	0	0	0	14,7538	-5,13E-01	6,81	-13,078
482	0	0	0	0	6,33356	-1,17E-02	6,33355	-1,08E-04
483	0	0	0	0	5,80838	-1,13E-02	5,80836	-1,07E-03
484	0	0	0	0	5,28337	-1,09E-02	5,28335	-4,03E-04
485	0	0	0	0	4,76735	-1,05E-02	4,76733	1,21E-03
486	0	0	0	0	4,24911	-1,01E-02	4,2491	3,53E-03
487	0	0	0	0	3,75517	-9,70E-03	3,75516	5,06E-03
488	0	0	0	0	3,27676	-9,28E-03	3,27674	5,48E-03
489	0	0	0	0	2,82831	-8,93E-03	2,82829	4,05E-03
490	0	0	0	0	2,3815	-8,17E-03	2,38148	3,40E-03
491	0	0	0	0	1,97069	-7,28E-03	1,97068	4,71E-03
492	0	0	0	0	193,437	1,97E-01	193,422	-2,41505
493	0	0	0	0	182,249	3,56E-01	182,184	-4,86058
494	0	0	0	0	171,103	5,15E-01	170,946	-7,3061
495	0	0	0	0	160,007	6,74E-01	159,708	-9,75163
496	0	0	0	0	148,972	8,33E-01	148,47	-12,1972
497	0	0	0	0	138,014	9,92E-01	137,232	-14,6427
498	0	0	0	0	127,152	1,15069	125,994	-17,0882
499	0	0	0	0	116,413	1,30972	114,755	-19,5337
500	0	0	0	0	105,835	1,46874	103,517	-21,9793
501	0	0	0	0	95,4708	1,62776	92,2792	-24,4248
502	0	0	0	0	85,3983	1,78678	81,0411	-26,8703
503	0	0	0	0	75,7342	1,9458	69,803	-29,3158
504	0	0	0	0	66,6563	2,10482	58,5649	-31,7614
505	0	0	0	0	58,4385	2,26384	47,3268	-34,2069
506	0	0	0	0	51,4943	2,42286	36,0886	-36,6524
507	0	0	0	0	38,9954	9,08E-01	12,8689	36,7996
508	0	0	0	0	41,9907	8,43E-01	24,1417	34,3465
509	0	0	0	0	47,6653	7,79E-01	35,4144	31,8935
510	0	0	0	0	55,1991	7,15E-01	46,6871	29,4404
511	0	0	0	0	63,9381	6,50E-01	57,9599	26,9873
512	0	0	0	0	73,4536	5,86E-01	69,2326	24,5343
513	0	0	0	0	83,4803	5,21E-01	80,5053	22,0812
514	0	0	0	0	93,8546	4,57E-01	91,7781	19,6282
515	0	0	0	0	104,473	3,93E-01	103,051	17,1751
516	0	0	0	0	115,268	3,28E-01	114,324	14,722
517	0	0	0	0	126,194	2,64E-01	125,596	12,269
518	0	0	0	0	137,221	1,99E-01	136,869	9,81591
519	0	0	0	0	148,325	1,35E-01	148,142	7,36285
520	0	0	0	0	159,49	7,06E-02	159,415	4,90979
521	0	0	0	0	170,705	6,20E-03	170,687	2,45673
522	0	0	0	0	182,304	-5,38E-02	182,304	2,63E-03
523	0	0	0	0	182,754	-5,24E-02	182,754	2,73E-03
524	0	0	0	0	183,187	-5,19E-02	183,187	4,05E-03
525	0	0	0	0	183,614	-4,76E-02	183,614	2,79E-03
526	0	0	0	0	184,086	-4,58E-02	184,086	2,46E-03
527	0	0	0	0	184,553	-4,41E-02	184,553	1,59E-03
528	0	0	0	0	185,069	-4,33E-02	185,069	1,03E-03
529	0	0	0	0	185,575	-4,30E-02	185,575	3,01E-04
530	0	0	0	0	186,141	-4,32E-02	186,141	1,50E-06
531	0	0	0	0	186,69	-4,48E-02	186,69	-1,08E-04
532	0	0	0	0	175,854	5,14E-02	175,837	2,45213
533	0	0	0	0	164,642	1,48E-01	164,568	4,90426
534	0	0	0	0	153,477	2,44E-01	153,3	7,35639
535	0	0	0	0	142,37	3,40E-01	142,032	9,80852
536	0	0	0	0	131,337	4,36E-01	130,763	12,2607
537	0	0	0	0	120,398	5,32E-01	119,495	14,7128
538	0	0	0	0	109,581	6,28E-01	108,226	17,1649
539	0	0	0	0	98,9249	7,24E-01	96,9577	19,617
540	0	0	0	0	88,4893	8,20E-01	85,6892	22,0692
541	0	0	0	0	78,3619	9,17E-01	74,4208	24,5213
542	0	0	0	0	68,679	1,0127	63,1523	26,9734
543	0	0	0	0	59,6576	1,10883	51,8838	29,4256
544	0	0	0	0	51,6454	1,20496	40,6154	31,8777
545	0	0	0	0	45,1826	1,30108	29,3469	34,3298
546	0	0	0	0	41,0085	1,39721	18,0785	36,782
547	0	0	0	0	175,854	-1,37E-01	175,837	-2,45213
548	0	0	0	0	164,642	-2,29E-01	164,568	-4,90426
549	0	0	0	0	153,477	-3,21E-01	153,3	-7,35639
550	0	0	0	0	142,37	-4,13E-01	142,032	-9,80852
551	0	0	0	0	131,338	-5,05E-01	130,763	-12,2607
552	0	0	0	0	120,398	-5,97E-01	119,495	-14,7128
553	0	0	0	0	109,581	-6,89E-01	108,226	-17,1649
554	0	0	0	0	98,9254	-7,81E-01	96,9577	-19,617
555	0	0	0	0	88,4898	-8,73E-01	85,6892	-22,0692
556	0	0	0	0	78,3625	-9,65E-01	74,4208	-24,5213
557	0	0	0	0	68,6797	-1,05672	63,1523	-26,9734
558	0	0	0	0	59,6583	-1,14873	51,8838	-29,4256
559	0	0	0	0	51,6463	-1,24073	40,6154	-31,8777
560	0	0	0	0	45,1836	-1,33273	29,3469	-34,3298
561	0	0	0	0	41,0094	-1,42473	18,0785	-36,782
562	0	0	0	0	39,9235	-1,51645	7,24169	-39,232
563	0	0	0	0	40,002	-1,5163	7,67339	-39,2298
564	0	0	0	0	40,0849	-1,51619	8,10505	-39,2277
565	0	0	0	0	40,1724	-1,51613	8,5367	-39,2256
566	0	0	0	0	40,2643	-1,51612	8,96832	-39,2235
567	0	0	0	0	42,2041	-1,42426	20,6683	-36,7693
568	0	0	0	0	46,8977	-1,33229	31,9367	-34,3172
569	0	0	0	0	53,6992	-1,24032	43,2051	-31,8651
570	0	0	0	0	61,9177	-1,14835	54,4735	-29,413
571	0	0	0	0	71,0633	-1,05638	65,7418	-26,9608
572	0	0	0	0	80,8219	-9,64E-01	77,0102	-24,5087
573	0	0	0	0	90,9965	-8,72E-01	88,2786	-22,0566
574	0	0	0	0	101,462	-7,80E-01	99,5469	-19,6045
575	0	0	0	0	112,137	-6,88E-01	110,815	-17,1524
576	0	0	0	0	122,967	-5,97E-01	122,084	-14,7003
577	0	0	0	0	133,914	-5,05E-01	133,352	-12,2482
578	0	0	0	0	144,952	-4,13E-01	144,62	-9,79607
579	0	0	0	0	156,062	-3,21E-01	155,889	-7,34396
580	0	0	0	0	167,229	-2,29E-01	167,157	-4,89185
581	0	0	0	0	178,442	-1,37E-01	178,426	-2,43974
582	0	0	0	0	189,263	-4,47E-02	189,263	1,03E-02
583	0	0	0	0	188,831	-4,47E-02	188,831	8,25E-03
584	0	0	0	0	188,4	-4,47E-02	188,4	6,19E-03
585	0	0	0	0	187,968	-4,47E-02	187,968	4,12E-03
586	0	0	0	0	187,537	-4,47E-02	187,537	2,06E-03
587	0	0	0	0	27,0462	9,92E-01	6,81	26,1561
588	0	0	0	0	14,753	4,90E-01	6,81	13,078
589	0	0	0	0	7,24177	-1,17E-02	7,24176	2,06E-03
590	0	0	0	0	7,67347	-1,17E-02	7,67346	4,12E-03
591	0	0	0	0	8,10512	-1,17E-02	8,10511	6,19E-03
592	0	0	0	0	8,53674	-1,17E-02	8,53673	8,25E-03
593	0	0	0	0	8,96837	-1,17E-02	8,96835	1,03E-02
594	0	0	0	0	16,1231	4,90E-01	9,39997	13,0903
595	0	0	0	0	27,823	9,91E-01	9,39997	26,1682
596	0	0	0	0	40,2835	1,49273	8,96832	39,2441
597	0	0	0	0	40,1876	1,49274	8,5367	39,2421
598	0	0	0	0	40,0962	1,49279	8,10505	39,2401
599	0	0	0	0	40,0092	1,49291	7,67339	39,2381
600	0	0	0	0	39,9267	1,49306	7,24169	39,2361
601	0	0	0	0	32,8283	-4,70E-01	-30,5038	-12,124
602	0	0	0	0	33,9731	-8,91E-01	-24,931	-23,0612
603	0	0	0	0	35,6805	-1,22508	-16,2512	-31,741
604	0	0	0	0	37,7179	-1,44085	-5,314	-37,3138
605	0	0	0	0	27,8006	-1,01472	9,39997	-26,1435
606	0	0	0	0	16,1038	-5,13E-01	9,39997	-13,0656
607	0	0	0	0	31,9923	-4,51E-03	-31,9923	2,06E-03
608	0	0	0	0	31,5605	-4,51E-03	-31,5605	4,12E-03
609	0	0	0	0	31,1288	-4,51E-03	-31,1288	6,19E-03
610	0	0	0	0	30,6971	-4,51E-03	-30,6971	8,25E-03
611	0	0	0	0	30,2655	-4,51E-03	-30,2655	1,03E-02
612	0	0	0	0	30,4315	-4,70E-01	-27,9136	-12,1115
613	0	0	0	0	32,1115	-8,90E-01	-22,3408	-23,0487
614	0	0	0	0	34,5661	-1,22467	-13,6611	-31,7284
615	0	0	0	0	37,4282	-1,44038	-2,72393	-37,3012
616	0	0	0	0	178,443	5,14E-02	178,426	2,46448
617	0	0	0	0	167,23	1,47E-01	167,157	4,91659
618	0	0	0	0	156,063	2,44E-01	155,889	7,3687
619	0	0	0	0	144,954	3,40E-01	144,62	9,82082
620	0	0	0	0	133,916	4,36E-01	133,352	12,2729
621	0	0	0	0	122,97	5,32E-01	122,084	14,725
622	0	0	0	0	112,14	6,28E-01	110,815	17,1771
623	0	0	0	0	101,466	7,24E-01	99,5469	19,6293
624	0	0	0	0	91,002	8,20E-01	88,2786	22,0814
625	0	0	0	0	80,8288	9,16E-01	77,0102	24,5335
626	0	0	0	0	71,072	1,01236	65,7418	26,9856
627	0	0	0	0	61,9287	1,10845	54,4735	29,4377
628	0	0	0	0	53,713	1,20455	43,2051	31,8898
629	0	0	0	0	46,915	1,30065	31,9367	34,3419
630	0	0	0	0	42,2248	1,39674	20,6683	36,794
631	0	0	0	0	37,4522	1,42142	-2,72393	37,3259
632	0	0	0	0	34,5883	1,20972	-13,6611	31,7532
633	0	0	0	0	32,1289	8,78E-01	-22,3408	23,0734
634	0	0	0	0	30,4412	4,60E-01	-27,9136	12,1363
635	0	0	0	0	188,132	1,96E-01	188,116	-2,45254
636	0	0	0	0	176,945	3,55E-01	176,876	-4,89845
637	0	0	0	0	165,8	5,14E-01	165,636	-7,34436
638	0	0	0	0	154,708	6,73E-01	154,397	-9,79027
639	0	0	0	0	143,681	8,32E-01	143,157	-12,2362
640	0	0	0	0	132,735	9,91E-01	131,917	-14,6821
641	0	0	0	0	121,892	1,15014	120,677	-17,128
642	0	0	0	0	111,181	1,30909	109,437	-19,5739
643	0	0	0	0	100,646	1,46805	98,1972	-22,0198
644	0	0	0	0	90,3482	1,627	86,9573	-24,4657
645	0	0	0	0	80,3775	1,78596	75,7174	-26,9117
646	0	0	0	0	70,8731	1,94491	64,4775	-29,3576
647	0	0	0	0	62,0494	2,10387	53,2376	-31,8035
648	0	0	0	0	54,2398	2,26282	41,9978	-34,2494
649	0	0	0	0	47,9422	2,42177	30,7579	-36,6953
650	0	0	0	0	187,347	1,95E-01	187,33	-2,45171
651	0	0	0	0	176,166	3,53E-01	176,098	-4,89648
652	0	0	0	0	165,023	5,11E-01	164,859	-7,34228
653	0	0	0	0	153,933	6,68E-01	153,62	-9,78823
654	0	0	0	0	142,907	8,26E-01	142,38	-12,2344
655	0	0	0	0	131,963	9,84E-01	131,14	-14,6805
656	0	0	0	0	121,122	1,1423	119,9	-17,1268
657	0	0	0	0	110,417	1,3002	108,66	-19,573
658	0	0	0	0	99,8882	1,45824	97,42	-22,0196
659	0	0	0	0	89,6007	1,61623	86,1805	-24,4662
660	0	0	0	0	79,6464	1,77443	74,9404	-26,9135
661	0	0	0	0	70,1681	1,93305	63,7005	-29,3611
662	0	0	0	0	61,3864	2,09198	52,4599	-31,8099
663	0	0	0	0	53,6444	2,25337	41,2187	-34,2589
664	0	0	0	0	47,4532	2,4148	29,9722	-36,7102
665	0	0	0	0	186,529	1,94E-01	186,513	-2,46101
666	0	0	0	0	175,36	3,50E-01	175,291	-4,90258
667	0	0	0	0	164,221	5,07E-01	164,056	-7,34792
668	0	0	0	0	153,132	6,64E-01	152,817	-9,7938
669	0	0	0	0	142,109	8,20E-01	141,578	-12,24
670	0	0	0	0	131,166	9,77E-01	130,338	-14,6864
671	0	0	0	0	120,33	1,1342	119,098	-17,1326
672	0	0	0	0	109,628	1,29118	107,858	-19,5793
673	0	0	0	0	99,1078	1,448	96,6184	-22,026
674	0	0	0	0	88,8306	1,60504	85,3777	-24,4734
675	0	0	0	0	78,8939	1,76216	74,1377	-26,9209
676	0	0	0	0	69,4428	1,91981	62,8969	-29,3699
677	0	0	0	0	60,7037	2,0792	51,6542	-31,8192
678	0	0	0	0	53,0329	2,24014	40,4101	-34,2708
679	0	0	0	0	46,9499	2,40964	29,1555	-36,7211
680	0	0	0	0	185,717	1,93E-01	185,701	-2,46976
681	0	0	0	0	174,543	3,48E-01	174,474	-4,91391
682	0	0	0	0	163,407	5,03E-01	163,241	-7,35825
683	0	0	0	0	152,32	6,59E-01	152,003	-9,80428
684	0	0	0	0	141,297	8,14E-01	140,763	-12,2504
685	0	0	0	0	130,358	9,70E-01	129,524	-14,6967
686	0	0	0	0	119,524	1,12616	118,283	-17,1433
687	0	0	0	0	108,829	1,2819	107,044	-19,5897
688	0	0	0	0	98,315	1,43781	95,8026	-22,0368
689	0	0	0	0	88,0504	1,59353	84,5628	-24,4838
690	0	0	0	0	78,1308	1,74969	73,3214	-26,9319
691	0	0	0	0	68,7074	1,90628	62,0797	-29,38
692	0	0	0	0	60,0165	2,06465	50,8386	-31,83
693	0	0	0	0	52,4166	2,22727	39,5909	-34,2798
694	0	0	0	0	46,4617	2,39739	28,3519	-36,7303
695	0	0	0	0	184,916	1,91E-01	184,9	-2,48015
696	0	0	0	0	173,732	3,45E-01	173,662	-4,92508
697	0	0	0	0	162,593	4,99E-01	162,425	-7,37122
698	0	0	0	0	151,506	6,54E-01	151,187	-9,81683
699	0	0	0	0	140,486	8,08E-01	139,948	-12,263
700	0	0	0	0	129,549	9,63E-01	128,707	-14,7093
701	0	0	0	0	118,719	1,11799	117,468	-17,1556
702	0	0	0	0	108,028	1,27284	106,227	-19,6023
703	0	0	0	0	97,5233	1,42747	94,9874	-22,0488
704	0	0	0	0	87,2694	1,58236	83,746	-24,496
705	0	0	0	0	77,3692	1,7371	72,5056	-26,9429
706	0	0	0	0	67,9752	1,89296	61,2634	-29,3911
707	0	0	0	0	59,3293	2,04963	50,0207	-31,8386
708	0	0	0	0	51,8157	2,21165	38,7857	-34,2876
709	0	0	0	0	45,9801	2,38041	27,5497	-36,7358
710	0	0	0	0	184,122	1,89E-01	184,105	-2,48937
711	0	0	0	0	172,932	3,41E-01	172,861	-4,93712
712	0	0	0	0	161,791	4,95E-01	161,621	-7,38295
713	0	0	0	0	150,705	6,49E-01	150,382	-9,82895
714	0	0	0	0	139,685	8,02E-01	139,143	-12,275
715	0	0	0	0	128,751	9,56E-01	127,903	-14,7211
716	0	0	0	0	117,924	1,11003	116,663	-17,1675
717	0	0	0	0	107,239	1,26373	105,423	-19,6137
718	0	0	0	0	96,7415	1,41754	94,182	-22,0603
719	0	0	0	0	86,5013	1,57116	82,9424	-24,5065
720	0	0	0	0	76,6187	1,72527	71,7005	-26,9535
721	0	0	0	0	67,2554	1,87923	60,46	-29,3996
722	0	0	0	0	58,6586	2,03564	49,2184	-31,847
723	0	0	0	0	51,2189	2,19247	37,9816	-34,2924
724	0	0	0	0	45,5146	2,35984	26,7617	-36,7399
725	0	0	0	0	183,341	1,86E-01	183,324	-2,4993
726	0	0	0	0	172,152	3,38E-01	172,081	-4,94578
727	0	0	0	0	161,012	4,91E-01	160,842	-7,39179
728	0	0	0	0	149,926	6,44E-01	149,601	-9,83777
729	0	0	0	0	138,908	7,97E-01	138,362	-12,2838
730	0	0	0	0	127,976	9,49E-01	127,121	-14,7299
731	0	0	0	0	117,153	1,1021	115,882	-17,1759
732	0	0	0	0	106,472	1,25489	104,641	-19,6222
733	0	0	0	0	95,9835	1,40763	93,4015	-22,0682
734	0	0	0	0	85,7541	1,56048	82,1606	-24,5145
735	0	0	0	0	75,8919	1,71323	70,921	-26,9603
736	0	0	0	0	66,5571	1,86667	59,6793	-29,4066
737	0	0	0	0	58,0094	2,01987	48,4405	-31,8517
738	0	0	0	0	50,6446	2,17621	37,1993	-34,298
739	0	0	0	0	45,0528	2,33133	25,9687	-36,7417
740	0	0	0	0	182,594	1,83E-01	182,576	-2,50289
741	0	0	0	0	171,408	3,35E-01	171,336	-4,94885
742	0	0	0	0	160,267	4,87E-01	160,096	-7,39481
743	0	0	0	0	149,182	6,39E-01	148,856	-9,84077
744	0	0	0	0	138,165	7,91E-01	137,616	-12,2867
745	0	0	0	0	127,235	9,43E-01	126,376	-14,7327
746	0	0	0	0	116,415	1,09432	115,136	-17,1787
747	0	0	0	0	105,74	1,24613	103,896	-19,6246
748	0	0	0	0	95,258	1,39795	92,6554	-22,0706
749	0	0	0	0	85,0406	1,54977	81,4153	-24,5165
750	0	0	0	0	75,1959	1,70158	70,1752	-26,9625
751	0	0	0	0	65,8911	1,8534	58,9351	-29,4085
752	0	0	0	0	57,3893	2,00521	47,6949	-31,8544
753	0	0	0	0	50,1011	2,15703	36,4548	-34,3004
754	0	0	0	0	44,6252	2,30885	25,2147	-36,7463
755	0	0	0	0	181,844	1,80E-01	181,827	-2,49917
756	0	0	0	0	170,666	3,29E-01	170,595	-4,94386
757	0	0	0	0	159,528	4,78E-01	159,356	-7,38992
758	0	0	0	0	148,444	6,27E-01	148,116	-9,83598
759	0	0	0	0	137,428	7,76E-01	136,876	-12,2824
760	0	0	0	0	126,5	9,26E-01	125,636	-14,7287
761	0	0	0	0	115,683	1,07503	114,396	-17,175
762	0	0	0	0	105,012	1,22459	103,156	-19,6216
763	0	0	0	0	94,538	1,37378	91,9159	-22,0682
764	0	0	0	0	84,3319	1,52352	80,6756	-24,5154
765	0	0	0	0	74,5054	1,67269	69,4353	-26,9629
766	0	0	0	0	65,2311	1,82293	58,1957	-29,4114
767	0	0	0	0	56,7773	1,97282	46,9534	-31,8614
768	0	0	0	0	49,5713	2,12528	35,7135	-34,3124
769	0	0	0	0	44,2221	2,2784	24,4678	-36,7659
770	0	0	0	0	181,067	1,76E-01	181,049	-2,50746
771	0	0	0	0	169,904	3,22E-01	169,832	-4,94876
772	0	0	0	0	158,77	4,68E-01	158,597	-7,39403
773	0	0	0	0	147,688	6,15E-01	147,358	-9,84033
774	0	0	0	0	136,674	7,62E-01	136,118	-12,2867
775	0	0	0	0	125,748	9,09E-01	124,878	-14,7333
776	0	0	0	0	114,934	1,05578	113,638	-17,1801
777	0	0	0	0	104,269	1,20237	102,398	-19,6268
778	0	0	0	0	93,8015	1,3496	91,1572	-22,0741
779	0	0	0	0	83,6082	1,49601	79,9173	-24,5217
780	0	0	0	0	73,8007	1,64358	68,6763	-26,9705
781	0	0	0	0	64,5556	1,78999	57,4341	-29,4204
782	0	0	0	0	56,1549	1,93919	46,1928	-31,8721
783	0	0	0	0	49,0289	2,08875	34,945	-34,3266
784	0	0	0	0	43,813	2,24648	23,6998	-36,7811
785	0	0	0	0	180,309	1,71E-01	180,292	-2,51597
786	0	0	0	0	169,141	3,15E-01	169,068	-4,95934
787	0	0	0	0	158,01	4,59E-01	157,836	-7,40411
788	0	0	0	0	146,929	6,03E-01	146,598	-9,85021
789	0	0	0	0	135,917	7,47E-01	135,358	-12,2967
790	0	0	0	0	124,993	8,92E-01	124,117	-14,7434
791	0	0	0	0	114,183	1,03592	112,877	-17,1901
792	0	0	0	0	103,523	1,18058	101,636	-19,6372
793	0	0	0	0	93,0645	1,32447	90,3965	-22,0844
794	0	0	0	0	82,8827	1,46926	79,1552	-24,5324
795	0	0	0	0	73,0956	1,61278	67,9146	-26,9809
796	0	0	0	0	63,8821	1,75828	56,6713	-29,4311
797	0	0	0	0	55,531	1,90232	45,4266	-31,8826
798	0	0	0	0	48,4955	2,0524	34,1853	-34,3361
799	0	0	0	0	43,4156	2,20747	22,9453	-36,7906
800	0	0	0	0	179,576	1,67E-01	179,559	-2,5253
801	0	0	0	0	168,397	3,07E-01	168,323	-4,97083
802	0	0	0	0	157,263	4,49E-01	157,087	-7,4164
803	0	0	0	0	146,184	5,91E-01	145,85	-9,86226
804	0	0	0	0	135,173	7,33E-01	134,609	-12,3088
805	0	0	0	0	124,251	8,75E-01	123,369	-14,7552
806	0	0	0	0	113,444	1,01664	112,128	-17,202
807	0	0	0	0	102,79	1,15816	100,888	-19,6488
808	0	0	0	0	92,3392	1,30027	89,6471	-22,096
809	0	0	0	0	82,1716	1,44148	78,4074	-24,5433
810	0	0	0	0	72,403	1,5838	67,165	-26,9916
811	0	0	0	0	63,2234	1,72468	55,924	-29,4401
812	0	0	0	0	54,9241	1,8686	44,6784	-31,8906
813	0	0	0	0	47,9729	2,01132	33,4376	-34,3406
814	0	0	0	0	43,0342	2,16552	22,2165	-36,7924
815	0	0	0	0	178,865	1,61E-01	178,846	-2,53522
816	0	0	0	0	167,682	3,01E-01	167,608	-4,98114
817	0	0	0	0	156,546	4,39E-01	156,369	-7,42702
818	0	0	0	0	145,465	5,79E-01	145,129	-9,87326
819	0	0	0	0	134,457	7,18E-01	133,889	-12,3194
820	0	0	0	0	123,537	8,58E-01	122,648	-14,7658
821	0	0	0	0	112,734	9,97E-01	111,408	-17,2122
822	0	0	0	0	102,084	1,13652	100,167	-19,6587
823	0	0	0	0	91,6424	1,2756	88,9273	-22,1053
824	0	0	0	0	81,4859	1,41514	77,6862	-24,5522
825	0	0	0	0	71,7391	1,55397	66,4465	-26,9991
826	0	0	0	0	62,5893	1,69386	55,2037	-29,4467
827	0	0	0	0	54,3456	1,83268	43,9645	-31,8937
828	0	0	0	0	47,4755	1,97505	32,7203	-34,3425
829	0	0	0	0	42,6578	2,11517	21,4896	-36,7888
830	0	0	0	0	178,193	1,56E-01	178,174	-2,54117
831	0	0	0	0	167,009	2,93E-01	166,934	-4,98721
832	0	0	0	0	155,871	4,30E-01	155,693	-7,43326
833	0	0	0	0	144,792	5,67E-01	144,453	-9,8793
834	0	0	0	0	133,783	7,04E-01	133,212	-12,3253
835	0	0	0	0	122,866	8,41E-01	121,972	-14,7714
836	0	0	0	0	112,066	9,78E-01	110,731	-17,2174
837	0	0	0	0	101,422	1,11485	99,491	-19,6635
838	0	0	0	0	90,9865	1,25178	88,2505	-22,1095
839	0	0	0	0	80,8421	1,38871	77,01	-24,5556
840	0	0	0	0	71,1129	1,52565	65,7695	-27,0016
841	0	0	0	0	61,9947	1,66258	54,529	-29,4477
842	0	0	0	0	53,7991	1,79951	43,2885	-31,8937
843	0	0	0	0	47,0111	1,93644	32,048	-34,3398
844	0	0	0	0	42,3137	2,07337	20,8075	-36,7858
845	0	0	0	0	177,513	1,50E-01	177,495	-2,53194
846	0	0	0	0	166,342	2,83E-01	166,268	-4,97601
847	0	0	0	0	155,208	4,16E-01	155,03	-7,42186
848	0	0	0	0	144,131	5,48E-01	143,792	-9,86806
849	0	0	0	0	133,124	6,82E-01	132,551	-12,3148
850	0	0	0	0	122,209	8,14E-01	121,311	-14,7615
851	0	0	0	0	111,412	9,48E-01	110,07	-17,2086
852	0	0	0	0	100,772	1,08066	98,8303	-19,6558
853	0	0	0	0	90,3436	1,21405	87,5896	-22,1035
854	0	0	0	0	80,2106	1,34714	76,3488	-24,5518
855	0	0	0	0	70,5007	1,4809	65,1085	-27,001
856	0	0	0	0	61,4126	1,61467	53,8657	-29,4515
