Node Label    RF.Ma	gnitude	RF.RF1	RF.RF2	RF.RF3	U.Magnitude	U.U1	U.U2	U.U3
857	0	0	0	0	53,271	1,74954	42,6253	-31,9033
858	0	0	0	0	46,569	1,88581	31,3798	-34,3573
859	0	0	0	0	42,0096	2,02395	20,1372	-36,8131
860	0	0	0	0	176,806	1,44E-01	176,788	-2,53797
861	0	0	0	0	165,66	2,72E-01	165,585	-4,97616
862	0	0	0	0	154,536	4,00E-01	154,357	-7,42065
863	0	0	0	0	143,462	5,30E-01	143,121	-9,86673
864	0	0	0	0	132,458	6,58E-01	131,883	-12,3135
865	0	0	0	0	121,544	7,88E-01	120,642	-14,761
866	0	0	0	0	110,751	9,17E-01	109,402	-17,2085
867	0	0	0	0	100,115	1,04603	98,1602	-19,6569
868	0	0	0	0	89,6941	1,17491	86,9195	-22,1056
869	0	0	0	0	79,5726	1,30461	75,6777	-24,5557
870	0	0	0	0	69,8799	1,43378	64,4342	-27,0071
871	0	0	0	0	60,8249	1,56446	53,191	-29,4608
872	0	0	0	0	52,7319	1,69581	41,9414	-31,9171
873	0	0	0	0	46,1223	1,83026	30,6952	-34,3762
874	0	0	0	0	41,7007	1,97019	19,4482	-36,8352
875	0	0	0	0	176,132	1,37E-01	176,113	-2,54365
876	0	0	0	0	164,983	2,61E-01	164,908	-4,984
877	0	0	0	0	153,867	3,86E-01	153,687	-7,42656
878	0	0	0	0	142,797	5,10E-01	142,454	-9,87242
879	0	0	0	0	131,794	6,35E-01	131,215	-12,3194
880	0	0	0	0	120,883	7,60E-01	119,976	-14,7668
881	0	0	0	0	110,092	8,86E-01	108,734	-17,215
882	0	0	0	0	99,4619	1,01039	97,4936	-19,6635
883	0	0	0	0	89,0481	1,13587	86,2513	-22,1132
884	0	0	0	0	78,9386	1,26053	75,009	-24,5636
885	0	0	0	0	69,2652	1,38649	63,7641	-27,0164
886	0	0	0	0	60,2392	1,51184	52,5161	-29,471
887	0	0	0	0	52,2041	1,64033	41,2687	-31,9292
888	0	0	0	0	45,6808	1,77137	30,0165	-34,3891
889	0	0	0	0	41,405	1,91079	18,784	-36,8494
890	0	0	0	0	175,494	1,29E-01	175,475	-2,55162
891	0	0	0	0	164,335	2,50E-01	164,259	-4,99271
892	0	0	0	0	153,216	3,70E-01	153,035	-7,43702
893	0	0	0	0	142,146	4,91E-01	141,801	-9,88249
894	0	0	0	0	131,145	6,12E-01	130,563	-12,3294
895	0	0	0	0	120,236	7,33E-01	119,322	-14,777
896	0	0	0	0	109,449	8,54E-01	108,082	-17,2249
897	0	0	0	0	98,8229	9,75E-01	96,8399	-19,6736
898	0	0	0	0	88,4182	1,09591	85,5988	-22,1227
899	0	0	0	0	78,3197	1,21737	74,3548	-24,5735
900	0	0	0	0	68,6667	1,3378	63,1108	-27,025
901	0	0	0	0	59,6731	1,46036	51,8622	-29,4799
902	0	0	0	0	51,6896	1,58228	40,6132	-31,9355
903	0	0	0	0	45,2628	1,71098	29,3733	-34,3948
904	0	0	0	0	41,1185	1,84512	18,1435	-36,8529
905	0	0	0	0	174,887	1,22E-01	174,868	-2,55914
906	0	0	0	0	163,721	2,38E-01	163,645	-5,00329
907	0	0	0	0	152,594	3,55E-01	152,412	-7,4483
908	0	0	0	0	141,522	4,72E-01	141,175	-9,89454
909	0	0	0	0	130,522	5,89E-01	129,936	-12,3413
910	0	0	0	0	119,615	7,06E-01	118,695	-14,7885
911	0	0	0	0	108,831	8,23E-01	107,454	-17,2362
912	0	0	0	0	98,2107	9,40E-01	96,2133	-19,6841
913	0	0	0	0	87,8124	1,05712	84,9708	-22,1329
914	0	0	0	0	77,7285	1,17359	73,7297	-24,5819
915	0	0	0	0	68,0934	1,29113	62,4841	-27,0329
916	0	0	0	0	59,1347	1,40754	51,241	-29,4838
917	0	0	0	0	51,2031	1,52735	39,9921	-31,9383
918	0	0	0	0	44,8576	1,64596	28,7528	-34,3914
919	0	0	0	0	40,8478	1,77764	17,5393	-36,8477
920	0	0	0	0	174,322	1,13E-01	174,303	-2,56755
921	0	0	0	0	163,142	2,27E-01	163,065	-5,01332
922	0	0	0	0	152,01	3,39E-01	151,827	-7,45945
923	0	0	0	0	140,936	4,53E-01	140,587	-9,90575
924	0	0	0	0	129,936	5,66E-01	129,346	-12,3524
925	0	0	0	0	119,031	6,79E-01	118,105	-14,7992
926	0	0	0	0	108,25	7,92E-01	106,864	-17,2462
927	0	0	0	0	97,6339	9,05E-01	95,6228	-19,6934
928	0	0	0	0	87,2446	1,01831	84,3823	-22,1407
929	0	0	0	0	77,1707	1,13156	73,1398	-24,5887
930	0	0	0	0	67,5579	1,24424	61,8995	-27,0366
931	0	0	0	0	58,6273	1,35799	50,6547	-29,4859
932	0	0	0	0	50,7499	1,47071	39,4157	-31,9343
933	0	0	0	0	44,4796	1,58747	28,1697	-34,3858
934	0	0	0	0	40,5794	1,70122	16,9422	-36,8342
935	0	0	0	0	173,79	1,06E-01	173,771	-2,57544
936	0	0	0	0	162,607	2,15E-01	162,529	-5,02163
937	0	0	0	0	151,473	3,25E-01	151,288	-7,46782
938	0	0	0	0	140,398	4,34E-01	140,047	-9,914
939	0	0	0	0	129,399	5,43E-01	128,806	-12,3602
940	0	0	0	0	118,495	6,53E-01	117,565	-14,8064
941	0	0	0	0	107,717	7,62E-01	106,324	-17,2526
942	0	0	0	0	97,1055	8,71E-01	95,0825	-19,6987
943	0	0	0	0	86,7221	9,81E-01	83,8413	-22,1449
944	0	0	0	0	76,6596	1,09004	72,6002	-24,5911
945	0	0	0	0	67,0626	1,19938	61,359	-27,0373
946	0	0	0	0	58,1618	1,30872	50,1179	-29,4835
947	0	0	0	0	50,3281	1,41806	38,8767	-31,9297
948	0	0	0	0	44,1334	1,5274	27,6356	-34,3759
949	0	0	0	0	40,3401	1,63674	16,3944	-36,8221
950	0	0	0	0	173,246	9,75E-02	173,227	-2,56063
951	0	0	0	0	162,079	2,00E-01	162,001	-5,00439
952	0	0	0	0	150,949	3,04E-01	150,764	-7,45035
953	0	0	0	0	139,878	4,08E-01	139,526	-9,89675
954	0	0	0	0	128,879	5,12E-01	128,285	-12,3439
955	0	0	0	0	117,977	6,16E-01	117,045	-14,791
956	0	0	0	0	107,201	7,20E-01	105,803	-17,2386
957	0	0	0	0	96,5932	8,24E-01	94,5623	-19,6863
958	0	0	0	0	86,216	9,28E-01	83,321	-22,1348
959	0	0	0	0	76,1633	1,03224	72,0792	-24,5839
960	0	0	0	0	66,5842	1,13714	60,8384	-27,0342
961	0	0	0	0	57,7108	1,24182	49,5938	-29,4863
962	0	0	0	0	49,9294	1,34804	38,3532	-31,9399
963	0	0	0	0	43,817	1,45509	27,1052	-34,3965
964	0	0	0	0	40,1547	1,56497	15,8643	-36,8547
965	0	0	0	0	172,676	8,75E-02	172,657	-2,56375
966	0	0	0	0	161,541	1,86E-01	161,464	-5,00025
967	0	0	0	0	150,424	2,83E-01	150,239	-7,44437
968	0	0	0	0	139,356	3,82E-01	139,004	-9,89062
969	0	0	0	0	128,361	4,80E-01	127,766	-12,3378
970	0	0	0	0	117,46	5,79E-01	116,524	-14,7859
971	0	0	0	0	106,687	6,77E-01	105,283	-17,2342
972	0	0	0	0	96,0822	7,76E-01	94,0412	-19,6835
973	0	0	0	0	85,7112	8,74E-01	82,7995	-22,1334
974	0	0	0	0	75,6686	9,73E-01	71,5567	-24,585
975	0	0	0	0	66,1034	1,07166	60,3111	-27,0385
976	0	0	0	0	57,2609	1,17214	49,0662	-29,4948
977	0	0	0	0	49,523	1,27274	37,8127	-31,9548
978	0	0	0	0	43,4994	1,37726	26,5652	-34,4179
979	0	0	0	0	39,9651	1,48564	15,3219	-36,8815
980	0	0	0	0	172,153	7,78E-02	172,134	-2,56667
981	0	0	0	0	161,017	1,70E-01	160,939	-5,00509
982	0	0	0	0	149,91	2,62E-01	149,725	-7,44678
983	0	0	0	0	138,847	3,55E-01	138,494	-9,89263
984	0	0	0	0	127,853	4,48E-01	127,256	-12,34
985	0	0	0	0	116,955	5,40E-01	116,016	-14,7882
986	0	0	0	0	106,184	6,34E-01	104,773	-17,2373
987	0	0	0	0	95,5838	7,26E-01	93,5317	-19,6869
988	0	0	0	0	85,2181	8,20E-01	82,2883	-22,138
989	0	0	0	0	75,1852	9,12E-01	71,0443	-24,5904
990	0	0	0	0	65,6369	1,00603	59,7973	-27,0458
991	0	0	0	0	56,8187	1,09894	48,5456	-29,5038
992	0	0	0	0	49,1342	1,19571	37,2947	-31,9663
993	0	0	0	0	43,1889	1,29413	26,0397	-34,4317
994	0	0	0	0	39,7834	1,40141	14,8103	-36,8973
995	0	0	0	0	171,68	6,75E-02	171,66	-2,5722
996	0	0	0	0	160,534	1,54E-01	160,456	-5,01135
997	0	0	0	0	149,424	2,41E-01	149,238	-7,45476
998	0	0	0	0	138,362	3,28E-01	138,007	-9,90023
999	0	0	0	0	127,369	4,15E-01	126,768	-12,3476
1000	0	0	0	0	116,472	5,03E-01	115,527	-14,7959
1001	0	0	0	0	105,704	5,90E-01	104,286	-17,2448
1002	0	0	0	0	95,1069	6,77E-01	93,0429	-19,6946
1003	0	0	0	0	84,7487	7,64E-01	81,8007	-22,1452
1004	0	0	0	0	74,7248	8,52E-01	70,555	-24,5979
1005	0	0	0	0	65,1938	9,38E-01	59,3088	-27,052
1006	0	0	0	0	56,4034	1,02736	48,0566	-29,5103
1007	0	0	0	0	48,7635	1,115	36,804	-31,9704
1008	0	0	0	0	42,9023	1,21018	25,561	-34,4351
1009	0	0	0	0	39,6067	1,31011	14,3343	-36,8985
1010	0	0	0	0	171,251	5,75E-02	171,232	-2,57766
1011	0	0	0	0	160,098	1,38E-01	160,019	-5,02001
1012	0	0	0	0	148,976	2,20E-01	148,789	-7,46465
1013	0	0	0	0	137,91	3,01E-01	137,553	-9,91109
1014	0	0	0	0	126,918	3,83E-01	126,314	-12,3582
1015	0	0	0	0	116,022	4,65E-01	115,073	-14,8062
1016	0	0	0	0	105,256	5,47E-01	103,831	-17,2546
1017	0	0	0	0	94,6644	6,28E-01	92,589	-19,7035
1018	0	0	0	0	84,3111	7,10E-01	81,3454	-22,1535
1019	0	0	0	0	74,2997	7,91E-01	70,1032	-24,6041
1020	0	0	0	0	64,7828	8,73E-01	58,8554	-27,0571
1021	0	0	0	0	56,0228	9,54E-01	47,6105	-29,5107
1022	0	0	0	0	48,4249	1,03852	36,3576	-31,969
1023	0	0	0	0	42,6294	1,12101	25,1166	-34,4262
1024	0	0	0	0	39,4403	1,21793	13,9061	-36,8873
1025	0	0	0	0	170,879	4,56E-02	170,859	-2,58413
1026	0	0	0	0	159,703	1,22E-01	159,624	-5,02958
1027	0	0	0	0	148,574	1,98E-01	148,386	-7,47586
1028	0	0	0	0	137,505	2,75E-01	137,146	-9,92239
1029	0	0	0	0	126,511	3,51E-01	125,904	-12,3695
1030	0	0	0	0	115,617	4,28E-01	114,663	-14,8167
1031	0	0	0	0	104,853	5,04E-01	103,421	-17,2642
1032	0	0	0	0	94,2645	5,80E-01	92,1786	-19,7121
1033	0	0	0	0	83,9187	6,56E-01	80,9373	-22,1601
1034	0	0	0	0	73,9146	7,32E-01	69,6937	-24,6091
1035	0	0	0	0	64,4167	8,08E-01	58,4528	-27,0581
1036	0	0	0	0	55,6773	8,85E-01	47,2059	-29,5091
1037	0	0	0	0	48,1238	9,60E-01	35,9665	-31,9592
1038	0	0	0	0	42,3833	1,04029	24,7178	-34,4135
1039	0	0	0	0	39,2716	1,11627	13,4915	-36,8645
1040	0	0	0	0	170,54	3,57E-02	170,52	-2,59311
1041	0	0	0	0	159,358	1,07E-01	159,278	-5,03948
1042	0	0	0	0	148,225	1,78E-01	148,036	-7,48586
1043	0	0	0	0	137,154	2,49E-01	136,794	-9,93223
1044	0	0	0	0	126,161	3,20E-01	125,552	-12,3786
1045	0	0	0	0	115,268	3,91E-01	114,31	-14,825
1046	0	0	0	0	104,506	4,62E-01	103,068	-17,2714
1047	0	0	0	0	93,9204	5,33E-01	91,8258	-19,7177
1048	0	0	0	0	83,5784	6,04E-01	80,5838	-22,1641
1049	0	0	0	0	73,5827	6,75E-01	69,3418	-24,6105
1050	0	0	0	0	64,0953	7,46E-01	58,0997	-27,0568
1051	0	0	0	0	55,3783	8,17E-01	46,8577	-29,5032
1052	0	0	0	0	47,8544	8,88E-01	35,6157	-31,9496
1053	0	0	0	0	42,1673	9,59E-01	24,3737	-34,396
1054	0	0	0	0	39,1262	1,02967	13,1317	-36,8423
1055	0	0	0	0	170,189	2,47E-02	170,17	-2,57443
1056	0	0	0	0	159,024	8,78E-02	158,944	-5,01837
1057	0	0	0	0	147,894	1,52E-01	147,706	-7,46482
1058	0	0	0	0	136,825	2,16E-01	136,466	-9,91156
1059	0	0	0	0	125,832	2,80E-01	125,224	-12,3588
1060	0	0	0	0	114,939	3,44E-01	113,981	-14,8062
1061	0	0	0	0	104,179	4,09E-01	102,74	-17,2536
1062	0	0	0	0	93,5954	4,73E-01	91,4971	-19,7016
1063	0	0	0	0	83,2584	5,37E-01	80,2563	-22,1496
1064	0	0	0	0	73,2688	6,02E-01	69,0133	-24,599
1065	0	0	0	0	63,794	6,66E-01	57,7717	-27,0491
1066	0	0	0	0	55,098	7,32E-01	46,5285	-29,5016
1067	0	0	0	0	47,6106	7,97E-01	35,2835	-31,9563
1068	0	0	0	0	41,9876	8,65E-01	24,0386	-34,4145
1069	0	0	0	0	39,0432	9,35E-01	12,795	-36,8753
1070	0	0	0	0	169,825	1,20E-02	169,805	-2,57429
1071	0	0	0	0	158,689	6,88E-02	158,61	-5,01167
1072	0	0	0	0	147,57	1,26E-01	147,382	-7,45639
1073	0	0	0	0	136,504	1,83E-01	136,144	-9,90327
1074	0	0	0	0	125,512	2,40E-01	124,902	-12,3509
1075	0	0	0	0	114,62	2,97E-01	113,66	-14,7989
1076	0	0	0	0	103,86	3,55E-01	102,417	-17,2474
1077	0	0	0	0	93,2801	4,12E-01	91,1761	-19,6959
1078	0	0	0	0	82,9449	4,70E-01	79,9324	-22,146
1079	0	0	0	0	72,9642	5,27E-01	68,6914	-24,5965
1080	0	0	0	0	63,4987	5,85E-01	57,4459	-27,0502
1081	0	0	0	0	54,8215	6,43E-01	46,1993	-29,5061
1082	0	0	0	0	47,3701	7,02E-01	34,9504	-31,9673
1083	0	0	0	0	41,8045	7,64E-01	23,6937	-34,4331
1084	0	0	0	0	38,9562	8,30E-01	12,4595	-36,9006
1085	0	0	0	0	169,516	-7,73E-04	169,496	-2,57517
1086	0	0	0	0	158,378	4,92E-02	158,299	-5,01437
1087	0	0	0	0	147,269	9,88E-02	147,08	-7,45747
1088	0	0	0	0	136,203	1,49E-01	135,843	-9,90422
1089	0	0	0	0	125,213	2,00E-01	124,602	-12,352
1090	0	0	0	0	114,32	2,50E-01	113,358	-14,8004
1091	0	0	0	0	103,563	3,00E-01	102,116	-17,2488
1092	0	0	0	0	92,9836	3,51E-01	90,8724	-19,6983
1093	0	0	0	0	82,6554	4,01E-01	79,6318	-22,148
1094	0	0	0	0	72,678	4,52E-01	68,3866	-24,6002
1095	0	0	0	0	63,2257	5,02E-01	57,1432	-27,0535
1096	0	0	0	0	54,5652	5,53E-01	45,8924	-29,5118
1097	0	0	0	0	47,1426	6,03E-01	34,6378	-31,9732
1098	0	0	0	0	41,6389	6,59E-01	23,3925	-34,4406
1099	0	0	0	0	38,8658	7,20E-01	12,1509	-36,9106
1100	0	0	0	0	169,275	-1,31E-02	169,255	-2,57826
1101	0	0	0	0	158,123	2,85E-02	158,043	-5,01962
1102	0	0	0	0	147,003	7,27E-02	146,813	-7,46466
1103	0	0	0	0	135,939	1,16E-01	135,577	-9,91119
1104	0	0	0	0	124,947	1,60E-01	124,334	-12,359
1105	0	0	0	0	114,057	2,03E-01	113,092	-14,8069
1106	0	0	0	0	103,3	2,47E-01	101,848	-17,2555
1107	0	0	0	0	92,7248	2,90E-01	90,6066	-19,7041
1108	0	0	0	0	82,3972	3,33E-01	79,3623	-22,1541
1109	0	0	0	0	72,4294	3,76E-01	68,1212	-24,6045
1110	0	0	0	0	62,9838	4,20E-01	56,874	-27,0578
1111	0	0	0	0	54,3429	4,62E-01	45,6284	-29,5124
1112	0	0	0	0	46,9483	5,07E-01	34,375	-31,9724
1113	0	0	0	0	41,4821	5,50E-01	23,1248	-34,4341
1114	0	0	0	0	38,7793	6,06E-01	11,9134	-36,899
1115	0	0	0	0	169,091	-2,77E-02	169,071	-2,5827
1116	0	0	0	0	157,919	9,78E-03	157,839	-5,02787
1117	0	0	0	0	146,791	4,58E-02	146,6	-7,47423
1118	0	0	0	0	135,722	8,29E-02	135,359	-9,92124
1119	0	0	0	0	124,732	1,19E-01	124,117	-12,3683
1120	0	0	0	0	113,841	1,56E-01	112,873	-14,8159
1121	0	0	0	0	103,087	1,93E-01	101,631	-17,2634
1122	0	0	0	0	92,512	2,29E-01	90,3874	-19,7115
1123	0	0	0	0	82,19	2,66E-01	79,1459	-22,1596
1124	0	0	0	0	72,2241	3,02E-01	67,9016	-24,609
1125	0	0	0	0	62,7905	3,38E-01	56,6602	-27,0585
1126	0	0	0	0	54,1606	3,75E-01	45,4134	-29,5102
1127	0	0	0	0	46,791	4,10E-01	34,1709	-31,9622
1128	0	0	0	0	41,3548	4,49E-01	22,9214	-34,4184
1129	0	0	0	0	38,6846	4,84E-01	11,6917	-36,8723
1130	0	0	0	0	189,647	-1,32E-01	189,632	2,45057
1131	0	0	0	0	178,461	-3,01E-01	178,393	4,89611
1132	0	0	0	0	167,317	-4,70E-01	167,155	7,34166
1133	0	0	0	0	156,225	-6,39E-01	155,917	9,7872
1134	0	0	0	0	145,197	-8,08E-01	144,679	12,2327
1135	0	0	0	0	134,249	-9,77E-01	133,441	14,6783
1136	0	0	0	0	123,402	-1,14645	122,202	17,1238
1137	0	0	0	0	112,684	-1,3156	110,964	19,5694
1138	0	0	0	0	102,138	-1,48474	99,726	22,0149
1139	0	0	0	0	91,8213	-1,65388	88,4878	24,4605
1140	0	0	0	0	81,8215	-1,82303	77,2496	26,906
1141	0	0	0	0	72,2703	-1,99216	66,0115	29,3516
1142	0	0	0	0	63,3706	-2,16131	54,7733	31,7971
1143	0	0	0	0	55,4373	-2,33043	43,5351	34,2426
1144	0	0	0	0	48,9424	-2,49956	32,2968	36,6882
1145	0	0	0	0	190,406	-1,32E-01	190,39	2,45568
1146	0	0	0	0	179,219	-3,01E-01	179,152	4,9012
1147	0	0	0	0	168,075	-4,70E-01	167,913	7,34674
1148	0	0	0	0	156,982	-6,39E-01	156,675	9,79229
1149	0	0	0	0	145,953	-8,08E-01	145,437	12,2378
1150	0	0	0	0	135,003	-9,77E-01	134,199	14,6834
1151	0	0	0	0	124,153	-1,14642	122,961	17,1289
1152	0	0	0	0	113,432	-1,31555	111,723	19,5744
1153	0	0	0	0	102,879	-1,48469	100,484	22,02
1154	0	0	0	0	92,5536	-1,65383	89,2462	24,4655
1155	0	0	0	0	82,5395	-1,82297	78,008	26,9111
1156	0	0	0	0	72,9657	-1,99211	66,7698	29,3566
1157	0	0	0	0	64,0298	-2,16123	55,5317	31,8021
1158	0	0	0	0	56,0379	-2,33036	44,2935	34,2477
1159	0	0	0	0	49,4498	-2,49941	33,0552	36,6932
1160	0	0	0	0	191,164	-1,32E-01	191,148	2,46078
1161	0	0	0	0	179,977	-3,01E-01	179,91	4,90633
1162	0	0	0	0	168,832	-4,70E-01	168,671	7,35187
1163	0	0	0	0	157,739	-6,39E-01	157,433	9,7974
1164	0	0	0	0	146,709	-8,08E-01	146,195	12,2429
1165	0	0	0	0	135,757	-9,77E-01	134,957	14,6885
1166	0	0	0	0	124,905	-1,14638	123,719	17,134
1167	0	0	0	0	114,18	-1,31551	112,481	19,5795
1168	0	0	0	0	103,621	-1,48465	101,242	22,0251
1169	0	0	0	0	93,2862	-1,65377	90,0043	24,4706
1170	0	0	0	0	83,2581	-1,82291	78,7662	26,9161
1171	0	0	0	0	73,6621	-1,99204	67,528	29,3617
1172	0	0	0	0	64,6909	-2,16117	56,2899	31,8072
1173	0	0	0	0	56,6422	-2,33026	45,0517	34,2527
1174	0	0	0	0	49,9636	-2,49931	33,8136	36,6982
1175	0	0	0	0	191,922	-1,32E-01	191,906	2,46589
1176	0	0	0	0	180,735	-3,01E-01	180,668	4,91145
1177	0	0	0	0	169,59	-4,70E-01	169,429	7,35699
1178	0	0	0	0	158,496	-6,39E-01	158,191	9,80252
1179	0	0	0	0	147,465	-8,08E-01	146,953	12,248
1180	0	0	0	0	136,512	-9,77E-01	135,715	14,6936
1181	0	0	0	0	125,656	-1,14634	124,477	17,1391
1182	0	0	0	0	114,927	-1,31547	113,239	19,5846
1183	0	0	0	0	104,363	-1,48459	102,001	22,0302
1184	0	0	0	0	94,0192	-1,65372	90,7625	24,4757
1185	0	0	0	0	83,9773	-1,82285	79,5243	26,9212
1186	0	0	0	0	74,3598	-1,99198	68,2862	29,3667
1187	0	0	0	0	65,3542	-2,16109	57,048	31,8123
1188	0	0	0	0	57,2501	-2,3302	45,8099	34,2578
1189	0	0	0	0	50,4836	-2,49924	34,5719	36,7033
1190	0	0	0	0	192,68	-1,32E-01	192,664	2,47099
1191	0	0	0	0	181,493	-3,01E-01	181,426	4,91653
1192	0	0	0	0	170,347	-4,70E-01	170,188	7,36206
1193	0	0	0	0	159,253	-6,39E-01	158,949	9,80759
1194	0	0	0	0	148,221	-8,08E-01	147,711	12,2531
1195	0	0	0	0	137,266	-9,77E-01	136,473	14,6986
1196	0	0	0	0	126,408	-1,1463	125,235	17,1442
1197	0	0	0	0	115,675	-1,31542	113,997	19,5897
1198	0	0	0	0	105,105	-1,48455	102,759	22,0352
1199	0	0	0	0	94,7527	-1,65367	91,5207	24,4807
1200	0	0	0	0	84,6973	-1,82279	80,2826	26,9263
1201	0	0	0	0	75,0587	-1,99191	69,0445	29,3718
1202	0	0	0	0	66,0196	-2,16103	57,8064	31,8173
1203	0	0	0	0	57,8616	-2,33013	46,5682	34,2628
1204	0	0	0	0	51,0095	-2,49923	35,3302	36,7083
1205	0	0	0	0	20,1899	7,51E-01	-16,1551	-12,0863
1206	0	0	0	0	25,3622	1,48577	-10,5973	-22,9941
1207	0	0	0	0	31,7775	2,07046	-1,94093	-31,6505
1208	0	0	0	0	38,3518	2,44828	8,9669	-37,2084
1209	0	0	0	0	19,5851	7,51E-01	-15,3966	-12,0812
1210	0	0	0	0	25,05	1,48567	-9,83885	-22,989
1211	0	0	0	0	31,735	2,07036	-1,18254	-31,6454
1212	0	0	0	0	38,5312	2,4481	9,72529	-37,2033
1213	0	0	0	0	18,9914	7,51E-01	-14,6381	-12,0762
1214	0	0	0	0	24,7572	1,48562	-9,08033	-22,9839
1215	0	0	0	0	31,7108	2,07026	-4,24E-01	-31,6404
1216	0	0	0	0	38,7248	2,448	10,4838	-37,1982
1217	0	0	0	0	18,4098	7,51E-01	-13,8797	-12,0711
1218	0	0	0	0	24,4845	1,48557	-8,32187	-22,9789
1219	0	0	0	0	31,7047	2,07023	3,35E-01	-31,6353
1220	0	0	0	0	38,932	2,44795	11,2423	-37,1931
1221	0	0	0	0	17,8415	7,51E-01	-13,1212	-12,066
1222	0	0	0	0	24,2323	1,48556	-7,56346	-22,9737
1223	0	0	0	0	31,7167	2,07019	1,09296	-31,6302
1224	0	0	0	0	39,153	2,44796	12,0007	-37,188
1225	0	0	0	0	21,4517	-8,71E-01	-17,7012	12,0866
1226	0	0	0	0	26,0542	-1,59968	-12,1425	22,9961
1227	0	0	0	0	31,9194	-2,17629	-3,48473	31,6539
1228	0	0	0	0	38,0312	-2,54409	7,42475	37,2126
1229	0	0	0	0	22,1157	-8,70E-01	-18,5046	12,08
1230	0	0	0	0	26,4318	-1,5987	-12,9438	22,99
1231	0	0	0	0	32,015	-2,17515	-4,27898	31,6531
1232	0	0	0	0	37,8852	-2,5424	6,63806	37,2124
1233	0	0	0	0	22,786	-8,68E-01	-19,3075	12,0694
1234	0	0	0	0	26,8255	-1,59478	-13,7485	22,9791
1235	0	0	0	0	32,1289	-2,16867	-5,07121	31,652
1236	0	0	0	0	37,7557	-2,54134	5,84298	37,2141
1237	0	0	0	0	23,465	-8,64E-01	-20,1075	12,0643
1238	0	0	0	0	27,2404	-1,58635	-14,5403	22,9805
1239	0	0	0	0	32,2694	-2,16012	-5,85616	31,66
1240	0	0	0	0	37,6437	-2,53129	5,06456	37,2155
1241	0	0	0	0	24,1435	-8,58E-01	-20,9029	12,0517
1242	0	0	0	0	27,6681	-1,57561	-15,3363	22,9747
1243	0	0	0	0	32,4132	-2,14667	-6,65487	31,65
1244	0	0	0	0	37,5318	-2,51479	4,25038	37,2055
1245	0	0	0	0	24,8304	-8,49E-01	-21,6897	12,0575
1246	0	0	0	0	28,1135	-1,56241	-16,1139	22,9841
1247	0	0	0	0	32,5904	-2,12621	-7,42286	31,6626
1248	0	0	0	0	37,4513	-2,49233	3,48858	37,205
1249	0	0	0	0	25,5129	-8,40E-01	-22,4713	12,0518
1250	0	0	0	0	28,561	-1,54331	-16,9034	22,9701
1251	0	0	0	0	32,7599	-2,10358	-8,22057	31,6418
1252	0	0	0	0	37,3696	-2,45756	2,68925	37,1916
1253	0	0	0	0	26,1899	-8,29E-01	-23,2453	12,0366
1254	0	0	0	0	29,0115	-1,52412	-17,6866	22,9463
1255	0	0	0	0	32,934	-2,07406	-9,02859	31,6043
1256	0	0	0	0	37,2895	-2,42498	1,88111	37,163
1257	0	0	0	0	26,8692	-8,20E-01	-24,0067	12,04
1258	0	0	0	0	29,4825	-1,50651	-18,4374	22,9567
1259	0	0	0	0	33,1645	-2,04888	-9,74486	31,6342
1260	0	0	0	0	37,2792	-2,39623	1,1703	37,1837
1261	0	0	0	0	27,5414	-8,08E-01	-24,7625	12,0288
1262	0	0	0	0	29,9521	-1,48442	-19,1887	22,9504
1263	0	0	0	0	33,3966	-2,01853	-10,4767	31,6464
1264	0	0	0	0	37,2763	-2,36595	4,53E-01	37,1984
1265	0	0	0	0	28,2059	-7,94E-01	-25,5079	12,0122
1266	0	0	0	0	30,4247	-1,45882	-19,9368	22,9359
1267	0	0	0	0	33,6263	-1,9879	-11,2287	31,6338
1268	0	0	0	0	37,2652	-2,32958	-3,13E-01	37,191
1269	0	0	0	0	28,8687	-7,77E-01	-26,2344	12,0231
1270	0	0	0	0	30,9102	-1,43157	-20,6504	22,9554
1271	0	0	0	0	33,8853	-1,94983	-11,9231	31,6583
1272	0	0	0	0	37,2778	-2,28719	-1,00306	37,194
1273	0	0	0	0	29,5192	-7,60E-01	-26,9511	12,0184
1274	0	0	0	0	31,3882	-1,39815	-21,3762	22,9418
1275	0	0	0	0	34,1241	-1,90901	-12,6731	31,6259
1276	0	0	0	0	37,2802	-2,23061	-1,75683	37,1719
1277	0	0	0	0	30,1543	-7,42E-01	-27,6542	11,9988
1278	0	0	0	0	31,8573	-1,36656	-22,0953	22,9089
1279	0	0	0	0	34,3584	-1,86089	-13,437	31,5672
1280	0	0	0	0	37,2756	-2,17661	-2,52692	37,1261
1281	0	0	0	0	30,7859	-7,26E-01	-28,3387	12,0069
1282	0	0	0	0	32,337	-1,33641	-22,7612	22,9309
1283	0	0	0	0	34,6502	-1,8154	-14,05	31,6218
1284	0	0	0	0	37,3606	-2,12535	-3,12139	37,1693
1285	0	0	0	0	31,3996	-7,07E-01	-29,0109	11,9918
1286	0	0	0	0	32,8045	-1,29929	-23,4264	22,9271
1287	0	0	0	0	34,9319	-1,76695	-14,673	31,6515
1288	0	0	0	0	37,4412	-2,07244	-3,74892	37,1953
1289	0	0	0	0	32,0008	-6,84E-01	-29,6686	11,9731
1290	0	0	0	0	33,2654	-1,25977	-24,0775	22,9189
1291	0	0	0	0	35,2097	-1,71665	-15,3214	31,6549
