Node Label    RF	.Magnitude	RF.RF1	RF.RF2	RF.RF3	U.Magnitude	U.U1	U.U2	U.U3
411	0	0	0	0	108,974	-5,95E-03	-108,962	1,60047
412	0	0	0	0	116,747	5,93E-02	-116,747	-1,34E-03
413	0	0	0	0	117,16	6,14E-02	-117,16	-1,04E-03
414	0	0	0	0	117,425	6,76E-02	-117,425	-2,39E-03
415	0	0	0	0	117,71	6,95E-02	-117,71	6,73E-04
416	0	0	0	0	25,6647	8,18E-02	24,4084	-7,93078
417	0	0	0	0	25,6651	1,72E-01	20,7631	-15,0852
418	0	0	0	0	25,6657	2,45E-01	15,0852	-20,7631
419	0	0	0	0	25,6662	2,95E-01	7,93078	-24,4084
420	0	0	0	0	25,6732	4,96E-01	2,90E-01	-25,6668
421	0	0	0	0	25,6786	6,09E-01	5,10E-01	-25,6663
422	0	0	0	0	25,6688	7,80E-01	8,82E-01	-25,6418
423	0	0	0	0	25,6847	8,96E-01	1,25842	-25,6382
424	0	0	0	0	26,2185	9,30E-01	9,5245	-24,4096
425	0	0	0	0	26,645	7,88E-01	16,6783	-20,7646
426	0	0	0	0	26,9763	5,70E-01	22,3556	-15,0873
427	0	0	0	0	27,1857	2,97E-01	26,0006	-7,93347
428	0	0	0	0	26,8524	-6,49E-03	26,8524	4,93E-04
429	0	0	0	0	26,4893	-8,78E-03	26,4893	-1,03E-03
430	0	0	0	0	26,1739	-1,12E-02	26,1739	-2,39E-03
431	0	0	0	0	25,876	-1,36E-02	25,876	-8,05E-04
432	0	0	0	0	17,111	2,10E-01	1,05E-34	-17,1097
433	0	0	0	0	8,5555	1,05E-01	1,05E-34	-8,55485
434	0	0	0	0	2,12E-01	1,43E-03	2,12E-01	-1,37E-03
435	0	0	0	0	5,10E-01	2,87E-03	5,10E-01	-2,39E-03
436	0	0	0	0	8,15E-01	4,02E-03	8,15E-01	-4,00E-03
437	0	0	0	0	1,17542	5,35E-03	1,1754	-2,49E-03
438	0	0	0	0	8,71105	3,31E-01	1,59445	-8,55748
439	0	0	0	0	17,1982	6,56E-01	1,59445	-17,1115
440	0	0	0	0	27,1838	-3,05E-01	26,0006	7,92663
441	0	0	0	0	26,9726	-5,75E-01	22,3556	15,0804
442	0	0	0	0	26,6396	-7,88E-01	16,6783	20,7577
443	0	0	0	0	26,2119	-9,24E-01	9,5245	24,4028
444	0	0	0	0	25,7542	1,10553	2,01565	-25,6514
445	0	0	0	0	25,7922	1,18281	2,44074	-25,6492
446	0	0	0	0	25,8505	1,23063	2,8279	-25,6659
447	0	0	0	0	25,9026	1,34087	3,31032	-25,6551
448	0	0	0	0	25,9582	1,40824	3,79003	-25,6413
449	0	0	0	0	26,0283	1,46676	4,27826	-25,6324
450	0	0	0	0	26,1198	1,50694	4,78864	-25,6329
451	0	0	0	0	26,2205	1,53099	5,29897	-25,6338
452	0	0	0	0	26,3418	1,54084	5,82265	-25,644
453	0	0	0	0	26,474	1,5127	6,33387	-25,6606
454	0	0	0	0	28,5598	1,44107	14,7437	-24,4174
455	0	0	0	0	30,2087	1,22524	21,9008	-20,7707
456	0	0	0	0	31,4518	8,91E-01	27,5807	-15,0908
457	0	0	0	0	32,2229	4,70E-01	31,2274	-7,93369
458	0	0	0	0	31,9946	4,37E-03	31,9946	1,28E-04
459	0	0	0	0	31,4678	4,51E-03	31,4678	-2,51E-04
460	0	0	0	0	30,9422	4,36E-03	30,9422	-1,25E-03
461	0	0	0	0	30,4245	3,97E-03	30,4245	-1,12E-03
462	0	0	0	0	29,9148	3,25E-03	29,9148	-2,26E-03
463	0	0	0	0	29,4215	2,29E-03	29,4215	-1,33E-03
464	0	0	0	0	28,9432	9,82E-04	28,9432	-2,43E-03
465	0	0	0	0	28,49	-4,66E-04	28,49	-3,86E-03
466	0	0	0	0	28,0519	-1,60E-03	28,0519	-1,09E-03
467	0	0	0	0	27,6394	-3,11E-03	27,6394	-2,38E-03
468	0	0	0	0	8,70385	-3,18E-01	1,59445	8,55064
469	0	0	0	0	17,1909	-6,43E-01	1,59445	17,1047
470	0	0	0	0	25,7458	-1,09081	2,01447	25,6437
471	0	0	0	0	25,784	-1,16677	2,43959	25,6418
472	0	0	0	0	25,842	-1,21282	2,8279	25,6582
473	0	0	0	0	25,8941	-1,32211	3,30963	25,6476
474	0	0	0	0	25,9507	-1,38873	3,78919	25,635
475	0	0	0	0	26,0216	-1,44637	4,27737	25,6269
476	0	0	0	0	26,1146	-1,48586	4,78776	25,6289
477	0	0	0	0	26,2164	-1,50917	5,29819	25,631
478	0	0	0	0	26,3394	-1,5184	5,82206	25,643
479	0	0	0	0	26,4729	-1,48948	6,33387	25,6608
480	0	0	0	0	18,4477	-9,92E-01	6,81	17,116
481	0	0	0	0	10,9478	-4,90E-01	6,81	8,55798
482	0	0	0	0	6,33388	1,16E-02	6,33387	1,28E-04
483	0	0	0	0	5,8083	1,13E-02	5,80829	1,10E-03
484	0	0	0	0	5,28298	1,09E-02	5,28297	4,62E-04
485	0	0	0	0	4,76675	1,05E-02	4,76674	-1,12E-03
486	0	0	0	0	4,24836	1,00E-02	4,24834	-3,41E-03
487	0	0	0	0	3,7544	9,67E-03	3,75438	-4,91E-03
488	0	0	0	0	3,27608	9,24E-03	3,27606	-5,30E-03
489	0	0	0	0	2,82792	8,90E-03	2,8279	-3,86E-03
490	0	0	0	0	2,38038	8,15E-03	2,38036	-3,19E-03
491	0	0	0	0	1,96913	7,26E-03	1,96911	-4,48E-03
492	0	0	0	0	85,3339	1,30E-01	-85,3194	1,56735
493	0	0	0	0	78,0416	2,98E-01	-77,9768	3,16517
494	0	0	0	0	70,7962	4,66E-01	-70,6342	4,76298
495	0	0	0	0	63,6136	6,34E-01	-63,2916	6,3608
496	0	0	0	0	56,518	8,02E-01	-55,9491	7,95862
497	0	0	0	0	49,5465	9,70E-01	-48,6065	9,55644
498	0	0	0	0	42,7601	1,13767	-41,2639	11,1543
499	0	0	0	0	36,2626	1,30556	-33,9213	12,7521
500	0	0	0	0	30,241	1,47345	-26,5788	14,3499
501	0	0	0	0	25,0411	1,64134	-19,2362	15,9477
502	0	0	0	0	21,2739	1,80923	-11,8936	17,5455
503	0	0	0	0	19,776	1,97712	-4,55103	19,1434
504	0	0	0	0	21,0378	2,14501	2,79155	20,7412
505	0	0	0	0	24,639	2,31289	10,1341	22,339
506	0	0	0	0	29,7416	2,48078	17,4767	23,9368
507	0	0	0	0	24,7625	9,23E-01	-5,77601	-24,0617
508	0	0	0	0	26,0371	8,65E-01	-13,1465	-22,4578
509	0	0	0	0	29,2657	8,08E-01	-20,5169	-20,8539
510	0	0	0	0	33,8944	7,50E-01	-27,8874	-19,2501
511	0	0	0	0	39,4333	6,92E-01	-35,2578	-17,6462
512	0	0	0	0	45,5514	6,35E-01	-42,6283	-16,0423
513	0	0	0	0	52,045	5,77E-01	-49,9988	-14,4384
514	0	0	0	0	58,7896	5,19E-01	-57,3692	-12,8345
515	0	0	0	0	65,7082	4,62E-01	-64,7397	-11,2306
516	0	0	0	0	72,751	4,04E-01	-72,1101	-9,62673
517	0	0	0	0	79,8852	3,46E-01	-79,4806	-8,02285
518	0	0	0	0	87,0884	2,89E-01	-86,8511	-6,41896
519	0	0	0	0	94,3448	2,31E-01	-94,2215	-4,81507
520	0	0	0	0	101,643	1,73E-01	-101,592	-3,21119
521	0	0	0	0	108,974	1,16E-01	-108,962	-1,6073
522	0	0	0	0	115,988	5,38E-02	-115,988	-2,41E-03
523	0	0	0	0	115,534	5,25E-02	-115,534	-2,53E-03
524	0	0	0	0	115,099	5,19E-02	-115,099	-3,86E-03
525	0	0	0	0	114,672	4,77E-02	-114,672	-2,62E-03
526	0	0	0	0	114,198	4,59E-02	-114,198	-2,32E-03
527	0	0	0	0	113,73	4,42E-02	-113,73	-1,47E-03
528	0	0	0	0	113,213	4,34E-02	-113,213	-9,43E-04
529	0	0	0	0	112,705	4,30E-02	-112,705	-2,37E-04
530	0	0	0	0	112,137	4,32E-02	-112,137	3,94E-05
531	0	0	0	0	111,587	4,49E-02	-111,587	1,28E-04
532	0	0	0	0	103,81	1,37E-01	-103,798	-1,60462
533	0	0	0	0	96,4774	2,29E-01	-96,4238	-3,20924
534	0	0	0	0	89,1805	3,21E-01	-89,0499	-4,81387
535	0	0	0	0	81,9289	4,13E-01	-81,6761	-6,41849
536	0	0	0	0	74,7358	5,05E-01	-74,3022	-8,02311
537	0	0	0	0	67,62	5,97E-01	-66,9284	-9,62773
538	0	0	0	0	60,6085	6,89E-01	-59,5546	-11,2324
539	0	0	0	0	53,7422	7,81E-01	-52,1807	-12,837
540	0	0	0	0	47,0848	8,73E-01	-44,8069	-14,4416
541	0	0	0	0	40,7387	9,65E-01	-37,433	-16,0462
542	0	0	0	0	34,8744	1,05691	-30,0592	-17,6508
543	0	0	0	0	29,7778	1,14892	-22,6854	-19,2555
544	0	0	0	0	25,9061	1,24093	-15,3115	-20,8601
545	0	0	0	0	23,8631	1,33295	-7,93768	-22,4647
546	0	0	0	0	24,1181	1,42496	-5,64E-01	-24,0693
547	0	0	0	0	103,81	-5,14E-02	-103,798	1,60462
548	0	0	0	0	96,4773	-1,48E-01	-96,4238	3,20924
549	0	0	0	0	89,1803	-2,44E-01	-89,0499	4,81387
550	0	0	0	0	81,9286	-3,40E-01	-81,6761	6,41849
551	0	0	0	0	74,7354	-4,36E-01	-74,3022	8,02311
552	0	0	0	0	67,6194	-5,32E-01	-66,9284	9,62773
553	0	0	0	0	60,6078	-6,28E-01	-59,5546	11,2324
554	0	0	0	0	53,7414	-7,24E-01	-52,1807	12,837
555	0	0	0	0	47,0839	-8,21E-01	-44,8069	14,4416
556	0	0	0	0	40,7376	-9,17E-01	-37,433	16,0462
557	0	0	0	0	34,8731	-1,01291	-30,0592	17,6508
558	0	0	0	0	29,7763	-1,10906	-22,6854	19,2555
559	0	0	0	0	25,9044	-1,20522	-15,3115	20,8601
560	0	0	0	0	23,8613	-1,30137	-7,93768	22,4647
561	0	0	0	0	24,1165	-1,39752	-5,64E-01	24,0693
562	0	0	0	0	26,7157	-1,49386	7,24242	25,6718
563	0	0	0	0	26,8341	-1,49396	7,67485	25,6697
564	0	0	0	0	26,959	-1,49404	8,10729	25,6676
565	0	0	0	0	27,0902	-1,49408	8,53975	25,6655
566	0	0	0	0	27,2276	-1,49408	8,97221	25,6634
567	0	0	0	0	24,1827	-1,39784	2,03089	24,0567
568	0	0	0	0	23,1158	-1,30166	-5,34289	22,4521
569	0	0	0	0	24,4496	-1,20549	-12,7167	20,8475
570	0	0	0	0	27,8414	-1,10931	-20,0905	19,2429
571	0	0	0	0	32,6561	-1,01314	-27,4642	17,6383
572	0	0	0	0	38,3615	-9,17E-01	-34,838	16,0337
573	0	0	0	0	44,6173	-8,21E-01	-42,2118	14,4291
574	0	0	0	0	51,2223	-7,25E-01	-49,5856	12,8245
575	0	0	0	0	58,0573	-6,28E-01	-56,9594	11,2198
576	0	0	0	0	65,0499	-5,32E-01	-64,3331	9,61524
577	0	0	0	0	72,1543	-4,36E-01	-71,7069	8,01063
578	0	0	0	0	79,3405	-3,40E-01	-79,0807	6,40602
579	0	0	0	0	86,588	-2,44E-01	-86,4545	4,80141
580	0	0	0	0	93,8828	-1,48E-01	-93,8283	3,1968
581	0	0	0	0	101,215	-5,14E-02	-101,202	1,59219
582	0	0	0	0	109,008	4,48E-02	-109,008	-1,03E-02
583	0	0	0	0	109,441	4,48E-02	-109,441	-8,28E-03
584	0	0	0	0	109,874	4,48E-02	-109,874	-6,21E-03
585	0	0	0	0	110,306	4,48E-02	-110,306	-4,14E-03
586	0	0	0	0	110,739	4,48E-02	-110,739	-2,07E-03
587	0	0	0	0	18,4489	1,0152	6,81	-17,116
588	0	0	0	0	10,9489	5,13E-01	6,81	-8,55798
589	0	0	0	0	7,24239	1,16E-02	7,24238	-2,07E-03
590	0	0	0	0	7,67481	1,16E-02	7,6748	-4,14E-03
591	0	0	0	0	8,10726	1,16E-02	8,10725	-6,21E-03
592	0	0	0	0	8,53973	1,16E-02	8,53972	-8,28E-03
593	0	0	0	0	8,97221	1,16E-02	8,97219	-1,03E-02
594	0	0	0	0	12,7343	5,14E-01	9,40467	-8,57033
595	0	0	0	0	19,5667	1,01542	9,40467	-17,1282
596	0	0	0	0	27,2484	1,51738	8,97221	-25,6841
597	0	0	0	0	27,1071	1,51737	8,53975	-25,682
598	0	0	0	0	26,9721	1,51734	8,10729	-25,68
599	0	0	0	0	26,8433	1,51726	7,67485	-25,678
600	0	0	0	0	26,721	1,51716	7,24242	-25,676
601	0	0	0	0	32,2227	-4,60E-01	31,2274	7,93369
602	0	0	0	0	31,4515	-8,79E-01	27,5807	15,0908
603	0	0	0	0	30,2081	-1,21042	21,9008	20,7707
604	0	0	0	0	28,5588	-1,42223	14,7437	24,4174
605	0	0	0	0	19,5438	-9,92E-01	9,40467	17,1034
606	0	0	0	0	12,7167	-4,90E-01	9,40467	8,5455
607	0	0	0	0	32,9163	4,44E-03	32,9163	-2,07E-03
608	0	0	0	0	33,3487	4,44E-03	33,3487	-4,14E-03
609	0	0	0	0	33,7811	4,44E-03	33,7811	-6,21E-03
610	0	0	0	0	34,2135	4,44E-03	34,2135	-8,28E-03
611	0	0	0	0	34,646	4,44E-03	34,646	-1,03E-02
612	0	0	0	0	34,7401	-4,60E-01	33,8218	7,92121
613	0	0	0	0	33,7441	-8,79E-01	30,1752	15,0782
614	0	0	0	0	32,1307	-1,21069	24,4953	20,7581
615	0	0	0	0	29,9705	-1,42254	17,3383	24,4048
616	0	0	0	0	101,215	1,37E-01	-101,202	-1,61702
617	0	0	0	0	93,8838	2,29E-01	-93,8283	-3,22163
618	0	0	0	0	86,5897	3,21E-01	-86,4545	-4,82624
619	0	0	0	0	79,3428	4,13E-01	-79,0807	-6,43085
620	0	0	0	0	72,1575	5,05E-01	-71,7069	-8,03546
621	0	0	0	0	65,0541	5,97E-01	-64,3331	-9,64007
622	0	0	0	0	58,0628	6,89E-01	-56,9594	-11,2447
623	0	0	0	0	51,2293	7,81E-01	-49,5856	-12,8493
624	0	0	0	0	44,6264	8,73E-01	-42,2118	-14,4539
625	0	0	0	0	38,3731	9,65E-01	-34,838	-16,0585
626	0	0	0	0	32,6709	1,05714	-27,4642	-17,6631
627	0	0	0	0	27,8602	1,14917	-20,0905	-19,2677
628	0	0	0	0	24,4726	1,24121	-12,7167	-20,8723
629	0	0	0	0	23,1417	1,33324	-5,34289	-22,4769
630	0	0	0	0	24,209	1,42527	2,03089	-24,0815
631	0	0	0	0	29,9916	1,44139	17,3383	-24,4296
632	0	0	0	0	32,1473	1,22552	24,4953	-20,7829
633	0	0	0	0	33,7555	8,91E-01	30,1752	-15,1031
634	0	0	0	0	34,7459	4,70E-01	33,8218	-7,94604
635	0	0	0	0	90,605	1,30E-01	-90,5907	1,60412
636	0	0	0	0	83,3117	2,98E-01	-83,2496	3,20161
637	0	0	0	0	76,0615	4,66E-01	-75,9085	4,79911
638	0	0	0	0	68,8681	6,34E-01	-68,5675	6,3966
639	0	0	0	0	61,7512	8,01E-01	-61,2264	7,99409
640	0	0	0	0	54,7409	9,69E-01	-53,8853	9,59159
641	0	0	0	0	47,8837	1,13675	-46,5442	11,1891
642	0	0	0	0	41,2563	1,3045	-39,2031	12,7866
643	0	0	0	0	34,9894	1,47225	-31,862	14,3841
644	0	0	0	0	29,3151	1,63999	-24,521	15,9816
645	0	0	0	0	24,6463	1,80774	-17,1799	17,5791
646	0	0	0	0	21,6436	1,97548	-9,83879	19,1765
647	0	0	0	0	21,0331	2,14323	-2,49771	20,774
648	0	0	0	0	23,0062	2,31098	4,84337	22,3715
649	0	0	0	0	27,0022	2,47872	12,1845	23,969
650	0	0	0	0	91,3845	1,29E-01	-91,37	1,61786
651	0	0	0	0	84,0844	2,96E-01	-84,0223	3,21698
652	0	0	0	0	76,8329	4,63E-01	-76,6805	4,81491
653	0	0	0	0	69,6371	6,30E-01	-69,3384	6,41274
654	0	0	0	0	62,518	7,97E-01	-61,9976	8,01018
655	0	0	0	0	55,5026	9,63E-01	-54,6562	9,60769
656	0	0	0	0	48,6372	1,12981	-47,3155	11,2049
657	0	0	0	0	41,994	1,29643	-39,974	12,8022
658	0	0	0	0	35,6988	1,46314	-32,6332	14,3991
659	0	0	0	0	29,97	1,62983	-25,2918	15,9959
660	0	0	0	0	25,1981	1,7967	-17,9509	17,5921
661	0	0	0	0	22,0137	1,96398	-10,6098	19,1879
662	0	0	0	0	21,1459	2,13157	-3,26931	20,7826
663	0	0	0	0	22,8605	2,3015	4,07055	22,3771
664	0	0	0	0	26,6593	2,47149	11,4054	23,9693
665	0	0	0	0	92,1942	1,28E-01	-92,1798	1,62335
666	0	0	0	0	84,8836	2,95E-01	-84,8218	3,22506
667	0	0	0	0	77,6271	4,60E-01	-77,4757	4,82382
668	0	0	0	0	70,4298	6,26E-01	-70,1336	6,42166
669	0	0	0	0	63,3067	7,92E-01	-62,7918	8,01935
670	0	0	0	0	56,2869	9,57E-01	-55,4511	9,61657
671	0	0	0	0	49,4119	1,12269	-48,1095	11,2139
672	0	0	0	0	42,7538	1,28822	-40,769	12,8107
673	0	0	0	0	36,4291	1,45364	-33,4274	14,4076
674	0	0	0	0	30,6475	1,61925	-26,0869	16,0037
675	0	0	0	0	25,7748	1,78494	-18,7459	17,5996
676	0	0	0	0	22,4122	1,95114	-11,4055	19,1942
677	0	0	0	0	21,2882	2,119	-4,06701	20,7883
678	0	0	0	0	22,7334	2,28837	3,27016	22,3803
679	0	0	0	0	26,3271	2,46584	10,5977	23,9734
680	0	0	0	0	92,9996	1,28E-01	-92,9852	1,62903
681	0	0	0	0	85,6927	2,93E-01	-85,6314	3,229
682	0	0	0	0	78,4336	4,58E-01	-78,2836	4,8282
683	0	0	0	0	71,2337	6,23E-01	-70,9405	6,4262
684	0	0	0	0	64,108	7,87E-01	-63,599	8,02367
685	0	0	0	0	57,082	9,51E-01	-56,2573	9,62114
686	0	0	0	0	50,199	1,11558	-48,9167	11,2181
687	0	0	0	0	43,5242	1,27982	-41,575	12,8152
688	0	0	0	0	37,1726	1,44416	-34,2348	14,4117
689	0	0	0	0	31,3385	1,60837	-26,8934	16,0082
690	0	0	0	0	26,3699	1,77298	-19,5536	17,6036
691	0	0	0	0	22,8373	1,93799	-12,214	19,199
692	0	0	0	0	21,4596	2,10474	-4,87383	20,7925
693	0	0	0	0	22,6356	2,2755	2,46014	22,3862
694	0	0	0	0	26,0215	2,45351	9,80268	23,9793
695	0	0	0	0	93,7935	1,27E-01	-93,7792	1,63387
696	0	0	0	0	86,4964	2,92E-01	-86,4355	3,23254
697	0	0	0	0	79,2404	4,56E-01	-79,0917	4,83059
698	0	0	0	0	72,0385	6,19E-01	-71,7485	6,42851
699	0	0	0	0	64,9092	7,82E-01	-64,4064	8,02612
700	0	0	0	0	57,8788	9,45E-01	-57,0653	9,62334
701	0	0	0	0	50,986	1,10841	-49,7236	11,2207
702	0	0	0	0	44,2971	1,27156	-42,3831	12,8175
703	0	0	0	0	37,9175	1,43458	-35,0414	14,4146
704	0	0	0	0	32,0355	1,59781	-27,7015	16,0108
705	0	0	0	0	26,9755	1,7609	-20,3606	17,6075
706	0	0	0	0	23,2811	1,92508	-13,0214	19,2027
707	0	0	0	0	21,6621	2,08999	-5,68256	20,7987
708	0	0	0	0	22,5684	2,26009	1,66363	22,3932
709	0	0	0	0	25,7398	2,43658	9,00883	23,9883
710	0	0	0	0	94,5819	1,27E-01	-94,5676	1,63904
711	0	0	0	0	87,2898	2,91E-01	-87,2293	3,23596
712	0	0	0	0	80,0351	4,53E-01	-79,8877	4,83359
713	0	0	0	0	72,8323	6,15E-01	-72,5452	6,43125
714	0	0	0	0	65,7006	7,77E-01	-65,2036	8,0287
715	0	0	0	0	58,6646	9,39E-01	-57,8618	9,62614
716	0	0	0	0	51,7643	1,10132	-50,5209	11,2233
717	0	0	0	0	45,06	1,26331	-43,1792	12,8206
718	0	0	0	0	38,6563	1,42534	-35,8387	14,4175
719	0	0	0	0	32,7273	1,58722	-28,497	16,0148
720	0	0	0	0	27,5837	1,74956	-21,1575	17,6114
721	0	0	0	0	23,7387	1,91174	-13,8164	19,2087
722	0	0	0	0	21,8883	2,07631	-6,47666	20,8048
723	0	0	0	0	22,5314	2,2412	8,68E-01	22,4028
724	0	0	0	0	25,4852	2,41631	8,22864	23,9988
725	0	0	0	0	95,3561	1,28E-01	-95,3419	1,64463
726	0	0	0	0	88,0633	2,89E-01	-88,0031	3,24166
727	0	0	0	0	80,8074	4,51E-01	-80,6611	4,8392
728	0	0	0	0	73,6043	6,11E-01	-73,3198	6,43664
729	0	0	0	0	66,4699	7,72E-01	-65,9781	8,03414
730	0	0	0	0	59,4299	9,33E-01	-58,6368	9,63153
731	0	0	0	0	52,5213	1,09432	-51,2952	11,229
732	0	0	0	0	45,8046	1,25525	-43,9542	12,8263
733	0	0	0	0	39,3767	1,41614	-36,6125	14,4238
734	0	0	0	0	33,4066	1,57713	-29,2718	16,021
735	0	0	0	0	28,1845	1,73802	-21,93	17,6187
736	0	0	0	0	24,2019	1,89958	-14,5902	19,2159
737	0	0	0	0	22,1361	2,06088	-7,2475	20,8142
738	0	0	0	0	22,5218	2,22525	9,26E-02	22,4114
739	0	0	0	0	25,2516	2,38836	7,44342	24,0112
740	0	0	0	0	96,0989	1,28E-01	-96,0845	1,65447
741	0	0	0	0	88,8032	2,88E-01	-88,7432	3,25203
742	0	0	0	0	81,5474	4,48E-01	-81,4018	4,84958
743	0	0	0	0	74,343	6,08E-01	-74,0604	6,44714
744	0	0	0	0	67,2067	7,68E-01	-66,7191	8,04469
745	0	0	0	0	60,1626	9,28E-01	-59,3777	9,64225
746	0	0	0	0	53,2475	1,08742	-52,0363	11,2398
747	0	0	0	0	46,5187	1,24728	-44,695	12,8374
748	0	0	0	0	40,0704	1,40715	-37,3536	14,4349
749	0	0	0	0	34,0621	1,56701	-30,0122	16,0325
750	0	0	0	0	28,7709	1,72687	-22,6708	17,63
751	0	0	0	0	24,6628	1,88673	-15,3295	19,2276
752	0	0	0	0	22,3983	2,0466	-7,98811	20,8251
753	0	0	0	0	22,5403	2,20646	-6,47E-01	22,4227
754	0	0	0	0	25,0478	2,36632	6,69463	24,0203
755	0	0	0	0	96,8443	1,27E-01	-96,8299	1,66935
756	0	0	0	0	89,541	2,84E-01	-89,4808	3,26893
757	0	0	0	0	82,2837	4,42E-01	-82,1384	4,86718
758	0	0	0	0	75,0773	5,99E-01	-74,7961	6,46508
759	0	0	0	0	67,9393	7,56E-01	-67,455	8,06264
760	0	0	0	0	60,8917	9,13E-01	-60,1136	9,66006
761	0	0	0	0	53,9701	1,07037	-52,7721	11,2574
762	0	0	0	0	47,2304	1,22767	-45,4309	12,8544
763	0	0	0	0	40,762	1,3847	-38,0891	14,4514
764	0	0	0	0	34,7181	1,54219	-30,7479	16,0478
765	0	0	0	0	29,3609	1,69919	-23,4066	17,6438
766	0	0	0	0	25,1328	1,85719	-16,0647	19,2389
767	0	0	0	0	22,6756	2,01489	-8,72544	20,8325
768	0	0	0	0	22,5727	2,17505	-1,38359	22,425
769	0	0	0	0	24,8517	2,33595	5,95232	24,015
770	0	0	0	0	97,618	1,26E-01	-97,6035	1,67335
771	0	0	0	0	90,2998	2,81E-01	-90,2399	3,27681
772	0	0	0	0	83,0374	4,35E-01	-82,893	4,87585
773	0	0	0	0	75,8296	5,90E-01	-75,5504	6,47399
774	0	0	0	0	68,6887	7,44E-01	-68,2087	8,07158
775	0	0	0	0	61,6371	8,99E-01	-60,8674	9,66893
776	0	0	0	0	54,7092	1,05329	-53,5263	11,266
777	0	0	0	0	47,9574	1,20751	-46,1844	12,8629
778	0	0	0	0	41,4697	1,3622	-38,8434	14,4592
779	0	0	0	0	35,3896	1,51619	-31,5016	16,0553
780	0	0	0	0	29,9678	1,67124	-24,1609	17,6501
781	0	0	0	0	25,6246	1,82522	-16,8214	19,2439
782	0	0	0	0	22,9769	1,98188	-9,48075	20,8357
783	0	0	0	0	22,6286	2,13896	-2,14658	22,4248
784	0	0	0	0	24,6763	2,30392	5,19078	24,0139
785	0	0	0	0	98,3727	1,25E-01	-98,3583	1,67818
786	0	0	0	0	91,0605	2,77E-01	-91,001	3,27909
787	0	0	0	0	83,7943	4,29E-01	-83,6511	4,87914
788	0	0	0	0	76,5844	5,81E-01	-76,3078	6,47718
789	0	0	0	0	69,4407	7,33E-01	-68,9657	8,07486
790	0	0	0	0	62,3853	8,84E-01	-61,6246	9,67207
791	0	0	0	0	55,45	1,03584	-54,2829	11,2692
792	0	0	0	0	48,6876	1,18765	-46,9419	12,8659
793	0	0	0	0	42,1792	1,33887	-39,5997	14,4624
794	0	0	0	0	36,0657	1,49086	-32,2591	16,058
795	0	0	0	0	30,5815	1,6417	-24,9179	17,6532
796	0	0	0	0	26,1281	1,79441	-17,5792	19,2465
797	0	0	0	0	23,3009	1,94573	-10,2417	20,8388
798	0	0	0	0	22,7132	2,10293	-2,9006	22,4289
799	0	0	0	0	24,53	2,26505	4,44166	24,018
800	0	0	0	0	99,1038	1,24E-01	-99,0894	1,6816
801	0	0	0	0	91,8018	2,74E-01	-91,7427	3,28142
802	0	0	0	0	84,5388	4,23E-01	-84,3968	4,8799
803	0	0	0	0	77,3265	5,72E-01	-77,0526	6,47818
804	0	0	0	0	70,1811	7,21E-01	-69,7112	8,07562
805	0	0	0	0	63,1209	8,70E-01	-62,3693	9,67302
806	0	0	0	0	56,1797	1,01872	-55,0282	11,2701
807	0	0	0	0	49,4053	1,16732	-47,686	12,8671
808	0	0	0	0	42,8795	1,31635	-40,3451	14,4636
809	0	0	0	0	36,7321	1,46461	-33,0027	16,06
810	0	0	0	0	31,1915	1,61388	-25,6631	17,6553
811	0	0	0	0	26,6341	1,76178	-18,3219	19,2505
812	0	0	0	0	23,6388	1,91264	-10,9853	20,8436
813	0	0	0	0	22,8246	2,0623	-3,64354	22,4373
814	0	0	0	0	24,4165	2,22329	3,7175	24,0292
815	0	0	0	0	99,8141	1,25E-01	-99,7998	1,6861
816	0	0	0	0	92,5145	2,71E-01	-92,4557	3,28411
817	0	0	0	0	85,2536	4,17E-01	-85,1127	4,88216
818	0	0	0	0	78,0424	5,63E-01	-77,7709	6,47974
819	0	0	0	0	70,8937	7,09E-01	-70,4285	8,07742
820	0	0	0	0	63,8305	8,55E-01	-63,0872	9,67479
821	0	0	0	0	56,8823	1,00142	-55,7452	11,2722
822	0	0	0	0	50,0986	1,1476	-48,4039	12,8694
823	0	0	0	0	43,5547	1,29345	-41,0616	14,4665
824	0	0	0	0	37,3789	1,43968	-33,7206	16,0633
825	0	0	0	0	31,7836	1,58528	-26,3781	17,6601
826	0	0	0	0	27,1343	1,73187	-19,0387	19,2562
827	0	0	0	0	23,9824	1,87743	-11,6956	20,8528
828	0	0	0	0	22,9564	2,02648	-4,35754	22,4477
829	0	0	0	0	24,3281	2,17327	2,99428	24,0451
830	0	0	0	0	100,485	1,24E-01	-100,47	1,69274
831	0	0	0	0	93,187	2,67E-01	-93,1285	3,29037
832	0	0	0	0	85,9269	4,11E-01	-85,7868	4,888
833	0	0	0	0	78,7147	5,54E-01	-78,4451	6,48563
834	0	0	0	0	71,5647	6,98E-01	-71,1033	8,08327
835	0	0	0	0	64,4978	8,41E-01	-63,7616	9,6809
836	0	0	0	0	57,5446	9,84E-01	-56,4199	11,2785
837	0	0	0	0	50,7517	1,12789	-49,0782	12,8762
838	0	0	0	0	44,1932	1,27131	-41,7364	14,4738
839	0	0	0	0	37,9906	1,41472	-34,3947	16,0714
840	0	0	0	0	32,3495	1,55814	-27,053	17,6691
841	0	0	0	0	27,6158	1,70155	-19,7113	19,2667
